Repo,Link,Archived,Creation Date,First Activity Date,Last Activity Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Language,Size,#Issues,#Pull Requests,#Branches,#Commits,#Comments,#Deployments
equinor/xtgeo,https://github.com/equinor/xtgeo,FALSE,2/22/2018 13:47,8/4/2017 7:08,11/7/2022 6:44,[],88,19,39,171,17,Python,8773,819,551,9,2074,0,0
hpcc-systems/docker-hpcc,https://github.com/hpcc-systems/docker-hpcc,FALSE,4/17/2018 8:34,4/23/2018 16:03,3/13/2019 13:35,[],7,13,12,0,2,Shell,56,19,19,1,26,1,0
compomics/searchgui,https://github.com/compomics/searchgui,FALSE,8/21/2015 21:31,8/21/2015 22:34,11/14/2022 16:05,"['proteomics', 'protein-identification', 'bioinformatics', 'java']",26,18,17,0,7,Java,676572,333,5,5,934,1,0
ncbi/ncbi-cxx-toolkit-public,https://github.com/ncbi/ncbi-cxx-toolkit-public,FALSE,7/26/2021 19:41,6/17/2021 17:22,11/16/2022 5:03,[],20,12,6,2,0,C++,145784,3,0,2,4389,0,0
stanfordnlp/color-describer,https://github.com/stanfordnlp/color-describer,FALSE,6/10/2016 8:08,12/10/2015 18:44,4/27/2019 21:15,[],26,14,18,0,2,OpenEdge ABL,5414,3,2,1,355,0,0
fletcherjiang/ssm-alipay,https://github.com/fletcherjiang/ssm-alipay,FALSE,4/19/2020 10:49,7/3/2020 14:27,9/25/2021 6:03,[],13,4,110,0,1,C++,25572,24,24,2,689,0,0
rajammanabrolu/StoryRealization,https://github.com/rajammanabrolu/StoryRealization,FALSE,8/20/2019 21:18,9/8/2019 18:27,11/16/2021 20:15,[],28,1,9,0,2,Python,3981,3,1,1,5,0,0
MCZhi/Expert-Prior-RL,https://github.com/MCZhi/Expert-Prior-RL,FALSE,9/15/2021 8:20,9/15/2021 8:20,5/13/2022 9:36,['deep-reinforcement-learning'],30,1,4,0,1,Python,264622,5,0,2,86,0,57
rarible/sdk,https://github.com/rarible/sdk,FALSE,10/5/2021 10:00,10/5/2021 11:48,11/16/2022 7:31,[],63,18,27,1,12,TypeScript,12602,388,353,47,942,1,0
benjmarshall/hlsclt,https://github.com/benjmarshall/hlsclt,FALSE,6/12/2017 11:15,6/12/2017 11:15,1/6/2019 20:38,"['high-level-synthesis', 'python', 'vivado-hls', 'fpga']",35,4,11,8,2,Python,64,23,9,4,85,0,0
kshannon/abnormal-xray-detection,https://github.com/kshannon/abnormal-xray-detection,FALSE,6/18/2018 0:03,6/18/2018 0:03,7/18/2020 3:23,"['deep-learning', 'medical-imaging', 'tensorflow', 'mura-dataset']",9,4,7,0,2,Python,1931,1,0,1,47,0,0
dazcona/mrnet,https://github.com/dazcona/mrnet,FALSE,10/18/2020 21:30,10/18/2020 21:30,10/18/2020 21:30,[],8,2,1,0,0,Jupyter Notebook,35397,1,0,1,1,0,0
Shuailong/BlamePipeline,https://github.com/Shuailong/BlamePipeline,FALSE,5/13/2018 14:51,5/13/2018 14:54,12/19/2019 22:54,"['relation-extraction', 'blame']",5,3,3,0,1,Python,4348,1,0,1,48,0,0
p-lambda/in-n-out,https://github.com/p-lambda/in-n-out,FALSE,10/8/2020 23:00,10/8/2020 23:00,10/23/2021 21:27,"['out-of-distribution', 'robustness', 'pre-training', 'self-training']",11,13,0,0,3,Python,857,2,1,1,63,0,0
xnancy/russ,https://github.com/xnancy/russ,FALSE,10/7/2020 0:27,10/8/2020 4:27,4/9/2021 22:08,[],10,4,4,0,4,Python,17878,2,1,1,124,0,0
willysr/slackbuilds,https://github.com/willysr/slackbuilds,FALSE,11/3/2013 15:43,5/11/2010 10:49,11/12/2022 15:34,[],26,5,16,0,231,Shell,165402,75,71,7,89952,15,0
yewsiang/ConceptBottleneck,https://github.com/yewsiang/ConceptBottleneck,FALSE,3/10/2020 23:39,3/10/2020 23:42,9/21/2022 21:16,"['concept-bottleneck-models', 'osteoarthritis-initiative', 'cub-dataset', 'concepts', 'interpretability', 'interpretable-machine-learning', 'computer-vision']",92,5,17,0,3,Python,1577,24,15,7,31,0,0
svn2github/chromium-depot-tools,https://github.com/svn2github/chromium-depot-tools,FALSE,10/10/2014 9:54,4/23/2009 21:03,1/4/2016 23:37,[],14,3,3,0,0,Python,12558,2,0,1,2914,0,0
rust11/rust,https://github.com/rust11/rust,FALSE,3/18/2015 5:18,3/18/2015 5:18,10/20/2022 10:43,"['pdp11', 'operating-system', 'emulator', 'pdp-11', 'rt-11']",9,4,2,0,2,C,87680,6,1,1,239,0,184
rise-lang/shine,https://github.com/rise-lang/shine,FALSE,12/20/2019 12:08,12/11/2015 16:17,5/3/2022 7:53,"['rise', 'shine', 'compiler']",37,10,4,0,12,Scala,11548,230,142,65,2805,1,0
p-lambda/swords,https://github.com/p-lambda/swords,FALSE,5/19/2021 20:18,5/19/2021 18:38,6/28/2021 4:44,"['swords', 'benchmark', 'nlp', 'lexical-substitution', 'writing-assistant']",25,15,2,0,2,Python,135558,3,1,1,21,0,0
robinjia/adversarial-squad,https://github.com/robinjia/adversarial-squad,FALSE,7/21/2017 17:11,7/21/2017 23:38,10/18/2018 5:45,[],115,6,27,0,1,Python,378,8,0,1,3,0,0
SlackBuildsOrg/slackbuilds,https://github.com/SlackBuildsOrg/slackbuilds,FALSE,1/18/2016 21:37,5/11/2010 10:49,11/12/2022 15:34,[],56,12,70,0,231,Shell,153249,2112,2112,4,89952,5,0
Teamxrtc/webrtc-streaming-node,https://github.com/Teamxrtc/webrtc-streaming-node,FALSE,12/10/2015 18:55,12/10/2015 19:10,12/10/2015 20:44,[],6,4,5,0,1,C++,131201,2,1,1,2,0,0
djsegal/JuliaPackages.jl,https://github.com/djsegal/JuliaPackages.jl,FALSE,3/24/2020 23:06,3/24/2020 23:07,5/20/2021 14:13,[],6,3,0,0,1,Julia,41173,3,0,1,66,0,0
codalab/worksheets-examples,https://github.com/codalab/worksheets-examples,FALSE,10/27/2018 21:14,10/27/2018 21:14,6/21/2022 16:29,[],35,13,17,0,7,Python,6429,16,6,3,61,0,0
facebookresearch/irt-leaderboard,https://github.com/facebookresearch/irt-leaderboard,FALSE,6/16/2021 18:46,7/15/2021 17:08,3/30/2022 15:27,[],14,4,5,0,3,Python,1111,4,2,2,9,0,0
daly/axiom,https://github.com/daly/axiom,FALSE,2/27/2008 23:58,5/19/2007 19:26,7/27/2022 4:43,[],322,35,50,0,1,PostScript,774712,23,8,1,2952,0,0
NVIDIA/deepops,https://github.com/NVIDIA/deepops,FALSE,5/24/2018 22:59,6/26/2018 18:38,9/30/2022 20:29,[],886,51,270,18,57,Shell,19328,1242,857,15,3683,5,0
hpcc-systems/HPCC-Platform,https://github.com/hpcc-systems/HPCC-Platform,FALSE,7/11/2011 14:29,7/11/2011 14:49,11/16/2022 16:58,[],514,50,283,1,53,C++,259036,15472,15472,599,32392,71,0
cliqz-oss/keyvi,https://github.com/cliqz-oss/keyvi,FALSE,7/14/2015 21:25,7/14/2015 21:25,2/1/2018 14:09,"['python', 'cpp', 'search', 'data-structures', 'fst', 'big-data']",176,20,37,43,8,C++,27577,243,214,3,826,0,73
Blunk-electronic/M-1,https://github.com/Blunk-electronic/M-1,FALSE,10/27/2015 18:42,10/27/2015 18:42,1/14/2020 15:24,[],27,6,3,2,2,Ada,33386,3,1,4,647,0,0
seominjoon/piqa,https://github.com/seominjoon/piqa,FALSE,8/25/2018 6:37,8/25/2018 6:37,4/27/2019 6:48,['emnlp2018'],89,7,9,0,2,Python,2095,11,0,3,103,0,69
stanford-cs324/winter2022,https://github.com/stanford-cs324/winter2022,FALSE,12/23/2021 18:01,12/24/2021 3:44,3/8/2022 20:48,[],6,2,2,0,4,Python,19938,3,3,4,162,0,132
Ponce/slackbuilds,https://github.com/Ponce/slackbuilds,FALSE,5/26/2010 8:47,5/11/2010 10:49,11/12/2022 17:50,[],134,20,58,0,231,Shell,186253,190,135,78,89953,14,0
apache/tcl-rivet,https://github.com/apache/tcl-rivet,FALSE,7/18/2018 10:39,9/19/2001 13:12,11/6/2022 11:17,['tcl'],16,7,6,0,3,C,7359,1,1,15,1326,0,0
gustafn/nsf,https://github.com/gustafn/nsf,FALSE,3/26/2014 18:35,5/23/2004 22:50,9/29/2022 12:12,[],7,3,2,1,2,C,21811,2,0,2,4111,0,0
codalab/codalab-competitions,https://github.com/codalab/codalab-competitions,FALSE,6/7/2013 18:23,6/7/2013 18:23,11/7/2022 13:28,[],426,48,122,2,41,Python,65906,3285,884,21,7284,48,0
runebookdev/runebook,https://github.com/runebookdev/runebook,FALSE,2/10/2020 7:35,2/10/2020 7:35,6/21/2021 13:52,"['runebook', 'translations', 'i18n', 'documentation']",109,3,19,0,1,,3628118,1048,0,1,3813,0,0
RapidsAtHKUST/CommunityDetectionCodes,https://github.com/RapidsAtHKUST/CommunityDetectionCodes,FALSE,12/26/2016 3:07,12/26/2016 3:07,10/26/2017 2:10,"['survey', 'community-detection-algorithm', 'graph-input-benchmark', 'quality-evaluation-metrics', 'codes-refactoring', 'dataset-summary']",183,17,93,0,1,C++,53347,5,2,1,240,0,0
hpcc-systems/PBblas,https://github.com/hpcc-systems/PBblas,FALSE,12/15/2016 15:44,12/15/2016 15:44,5/24/2022 8:36,[],5,9,6,0,5,ECL,113,20,19,1,29,0,0
panosmdma/SlackOnly-SlackBuilds,https://github.com/panosmdma/SlackOnly-SlackBuilds,FALSE,1/7/2016 17:11,5/11/2010 10:49,7/28/2018 19:44,[],8,4,1,0,211,Shell,98504,2,0,2,57866,0,0
thomasmoelhave/tpie,https://github.com/thomasmoelhave/tpie,FALSE,1/10/2010 20:16,5/11/1994 13:35,6/3/2022 11:25,[],105,16,25,0,13,C++,22220,264,40,44,5105,83,0
huawei-noah/SMARTS,https://github.com/huawei-noah/SMARTS,FALSE,10/7/2020 2:11,10/8/2020 4:47,11/1/2022 1:26,"['reinforcement-learning', 'python']",674,15,152,19,12,Python,304568,1715,888,64,339,1,0
WHULuoJiaTeam/luojianet,https://github.com/WHULuoJiaTeam/luojianet,FALSE,5/24/2022 7:44,6/26/2022 14:50,11/8/2022 2:47,[],103,9,25,1,4,C++,231310,17,2,3,94,0,0
Lind-Project/native_client,https://github.com/Lind-Project/native_client,FALSE,7/9/2013 17:38,7/9/2013 18:04,6/30/2022 22:07,[],5,10,2,0,9,C,20997,131,129,152,1715,8,0
sayakpaul/TF-2.0-Hacks,https://github.com/sayakpaul/TF-2.0-Hacks,FALSE,5/9/2019 15:41,5/9/2019 15:42,7/15/2022 4:28,"['tensorflow-2', 'neural-networks', 'deep-learning']",383,26,84,0,1,Jupyter Notebook,32475,4,2,3,162,0,0
codalab/codalab-worksheets,https://github.com/codalab/codalab-worksheets,FALSE,11/30/2014 22:33,11/12/2013 2:18,11/16/2022 19:39,[],133,20,78,112,54,Python,27402,4308,2210,121,4522,23,1551
markleybros/yer-face,https://github.com/markleybros/yer-face,FALSE,10/28/2017 15:41,10/28/2017 15:41,2/14/2022 19:12,"['performance-capture', 'cartoon-animation', 'lip-sync', 'yerface']",24,3,6,5,1,C++,984,43,39,2,484,0,0
srz-zumix/wandbox-api,https://github.com/srz-zumix/wandbox-api,FALSE,12/24/2014 8:31,12/24/2014 8:31,8/12/2022 13:22,"['python', 'wandbox', 'wandbox-api', 'wandbox-cxx']",7,2,2,38,3,Python,352,123,116,2,270,0,0
acl-dev/acl,https://github.com/acl-dev/acl,FALSE,10/7/2012 10:29,10/7/2012 10:29,11/3/2022 10:45,"['coroutine', 'database', 'fiber', 'http-client', 'http-server', 'mqtt-client', 'mqtt-protocol', 'network', 'redis-client', 'smtp', 'memcached-clients', 'redis', 'http', 'https', 'websocket']",2448,215,908,66,15,C,120599,292,105,1,3457,2,1525
cea-hpc/modules,https://github.com/cea-hpc/modules,FALSE,3/14/2017 5:10,12/11/1998 22:37,11/8/2022 4:08,"['environment', 'module', 'modulefiles', 'tcl', 'shell', 'hpc', 'environment-modules', 'hacktoberfest']",499,34,85,32,27,Tcl,18781,478,46,7,4873,5,62
Xilinx/AWS-F1-Developer-Labs,https://github.com/Xilinx/AWS-F1-Developer-Labs,FALSE,7/3/2018 16:32,7/3/2018 17:09,7/3/2018 17:37,[],20,6,9,0,1,C++,12209,2,0,1,2,0,0
OpenLiberty/open-liberty,https://github.com/OpenLiberty/open-liberty,FALSE,9/15/2017 19:34,9/15/2017 19:31,11/17/2022 1:26,['hacktoberfest'],1025,36,521,54,244,,853875,23372,13764,273,31978,25,0
MI2DataLab/WildNLP,https://github.com/MI2DataLab/WildNLP,FALSE,3/7/2019 15:35,3/7/2019 15:36,4/24/2021 9:33,[],74,10,4,2,5,Python,9109,9,6,4,64,0,23
kelvinguu/neural-editor,https://github.com/kelvinguu/neural-editor,FALSE,9/26/2017 9:51,9/30/2017 23:47,8/19/2018 2:34,[],328,30,60,0,1,Python,172,23,1,2,11,0,0
p-lambda/jukemir,https://github.com/p-lambda/jukemir,FALSE,6/9/2021 23:37,6/8/2021 23:32,10/31/2022 4:25,[],104,12,17,0,2,Shell,4262,7,3,1,68,0,0
moparisthebest/forum.moparisthebest.com,https://github.com/moparisthebest/forum.moparisthebest.com,FALSE,9/11/2019 22:54,9/11/2019 3:05,9/12/2019 23:08,[],7,3,10,0,1,,1138596,1,1,1,2,0,0
Vertispan/j2clmavenplugin,https://github.com/Vertispan/j2clmavenplugin,FALSE,5/2/2019 11:19,11/17/2018 9:05,11/7/2022 21:30,[],37,9,20,2,12,Java,754,198,97,16,279,1,6
houseoflifeproperty/bitpop,https://github.com/houseoflifeproperty/bitpop,FALSE,6/3/2014 9:17,5/21/2014 9:05,10/5/2014 12:53,[],7,2,5,0,1,C++,1196491,2,1,5,14,0,0
wenlinyao/EMNLP20-SubeventAcquisition,https://github.com/wenlinyao/EMNLP20-SubeventAcquisition,FALSE,9/29/2020 20:12,9/29/2020 20:12,12/10/2020 4:32,[],5,1,1,0,1,Python,36465,2,0,1,9,0,0
koadman/proxigenomics,https://github.com/koadman/proxigenomics,FALSE,1/29/2014 21:31,1/29/2014 21:31,9/28/2016 3:19,[],5,3,2,1,2,C,56476,50,1,5,311,18,0
webosose/chromium53,https://github.com/webosose/chromium53,FALSE,3/13/2018 6:22,3/12/2018 0:26,10/18/2018 10:21,"['webos', 'webosose']",8,8,20,0,27,,1750036,10,10,3,124,0,0
lvyiwei1/StylePTB,https://github.com/lvyiwei1/StylePTB,FALSE,3/30/2021 0:16,4/3/2021 5:19,3/12/2022 20:19,[],51,3,4,0,2,Python,12152,4,0,1,16,0,0
microsoft/text-to-sql-schema-expansion-generalization,https://github.com/microsoft/text-to-sql-schema-expansion-generalization,FALSE,5/23/2022 14:52,5/23/2022 14:52,8/4/2022 20:10,[],12,6,2,0,4,Python,17568,2,2,1,11,0,0
proywm/CCProf,https://github.com/proywm/CCProf,FALSE,11/6/2017 17:14,11/6/2017 17:15,4/8/2021 17:24,"['ccprof', 'cache-conflict', 'cache', 'cache-miss', 'cache-optimization', 'profile-guided-optimization', 'pebs', 'conflict-miss']",23,4,1,0,1,C,128980,3,1,2,47,0,0
codalab/codabench,https://github.com/codalab/codabench,FALSE,7/27/2017 15:43,8/22/2017 19:23,11/16/2022 16:00,[],20,9,12,0,16,Python,85158,744,292,16,948,3,1701
stanfordnlp/wge,https://github.com/stanfordnlp/wge,FALSE,2/20/2018 23:32,2/20/2018 22:17,12/12/2019 19:35,[],82,13,33,0,2,Python,4271,14,1,3,11,0,10
mindspore-ai/mindspore,https://github.com/mindspore-ai/mindspore,FALSE,2/11/2020 8:43,3/27/2020 6:49,11/12/2022 3:23,[],3210,150,599,0,91,C++,679195,216,36,22,56741,0,0
kohpangwei/group-influence-release,https://github.com/kohpangwei/group-influence-release,FALSE,5/30/2019 19:48,5/30/2019 19:48,11/19/2019 19:01,[],41,6,8,0,2,Python,6263,14,9,4,33,0,0
rpgoldman/xmls,https://github.com/rpgoldman/xmls,FALSE,2/13/2020 2:24,9/15/2004 15:56,7/6/2022 15:20,[],15,2,3,0,5,Common Lisp,190,13,7,3,155,0,0
wadehennessey/wcl,https://github.com/wadehennessey/wcl,FALSE,8/29/2015 21:31,8/29/2015 21:36,4/11/2017 18:55,[],68,13,8,0,1,Common Lisp,90780,8,0,1,82,0,0
nackdai/izanagi,https://github.com/nackdai/izanagi,FALSE,3/28/2011 14:05,5/23/2010 13:00,3/18/2020 7:16,"['3d-graphics', 'c-plus-plus']",5,1,1,0,2,C++,572465,1,1,3,2195,0,0
biocoder/SBEToolbox,https://github.com/biocoder/SBEToolbox,FALSE,8/6/2013 17:28,8/6/2013 17:28,8/22/2017 20:59,[],10,2,7,6,2,C,315333,3,1,2,52,0,0
NCAR/geocat-comp,https://github.com/NCAR/geocat-comp,FALSE,7/15/2019 17:44,7/15/2019 17:45,11/16/2022 18:00,"['ncl', 'python', 'geocat', 'geocat-comp']",90,12,42,18,15,Python,24502,298,168,14,1285,1,0
micans/mcl,https://github.com/micans/mcl,FALSE,4/8/2021 17:13,4/8/2021 17:13,11/4/2022 21:32,"['clustering', 'markov-clustering', 'network-analysis', 'network-clustering', 'graph-clustering', 'markov-cluster-algorithm', 'mcl']",33,3,7,0,2,C,2585,7,1,4,246,0,0
efabless/proton,https://github.com/efabless/proton,FALSE,10/25/2016 2:16,8/11/2016 23:43,2/14/2018 21:30,[],27,16,11,0,4,Perl,43511,9,3,1,126,0,0
stanfordnlp/stanza-old,https://github.com/stanfordnlp/stanza-old,FALSE,10/27/2015 19:45,10/27/2015 19:45,10/2/2017 19:10,"['python', 'nlp', 'text-analysis', 'text-processing', 'natural-language-processing']",142,40,38,2,5,Python,392,20,11,4,323,0,0
fangq/mcxcl,https://github.com/fangq/mcxcl,FALSE,7/15/2012 2:53,2/1/2010 7:36,10/25/2022 21:43,"['monte-carlo', 'opencl', 'gpu', 'heterogeneous-computing', 'photonics', 'c-plus-plus', 'c', 'matlab']",34,7,24,3,5,C,5915,43,28,7,405,2,0
hpcc-systems/helm-chart,https://github.com/hpcc-systems/helm-chart,FALSE,3/20/2020 12:09,3/20/2020 12:09,11/16/2022 16:53,[],8,10,22,0,4,Smarty,65622,11,11,5,713,0,713
