Repo,Link,Archived,Creation Date,First Activity Date,Last Activity Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Language,Size,#Issues,#Pull Requests,#Branches,#Commits,#Comments,#Deployments
aws/sagemaker-scikit-learn-extension,https://github.com/aws/sagemaker-scikit-learn-extension,FALSE,7/15/2019 18:30,11/27/2019 16:19,2/17/2022 19:58,[],35,23,30,11,9,Python,2268,42,34,3,59,0,0
uwacsp/cits5503,https://github.com/uwacsp/cits5503,FALSE,4/2/2018 8:32,4/2/2018 8:32,10/16/2021 2:56,[],48,16,99,0,11,Shell,65327,12,11,1,255,0,0
IBM/watson-openscale-samples,https://github.com/IBM/watson-openscale-samples,FALSE,10/21/2020 21:34,10/21/2020 21:34,11/14/2022 15:04,[],18,5,41,0,14,Jupyter Notebook,36311,56,55,7,157,0,0
werowe/MLexamples,https://github.com/werowe/MLexamples,FALSE,3/28/2018 14:28,3/28/2018 14:28,4/7/2018 14:54,[],6,3,15,0,1,Jupyter Notebook,26,1,0,1,4,0,0
tmastny/sagemaker,https://github.com/tmastny/sagemaker,FALSE,11/10/2019 15:38,11/10/2019 16:00,7/10/2020 0:52,[],6,4,0,0,1,R,971,7,1,2,143,0,31
aws-samples/aws-ml-jp,https://github.com/aws-samples/aws-ml-jp,FALSE,7/15/2021 16:59,7/15/2021 16:59,10/27/2022 7:50,[],23,9,15,0,9,Jupyter Notebook,72992,10,8,1,67,0,0
abiodunjames/MachineLearning,https://github.com/abiodunjames/MachineLearning,FALSE,3/13/2020 0:38,3/13/2020 0:42,3/20/2020 23:36,[],6,1,5,0,1,Jupyter Notebook,543,2,0,1,6,0,0
mahendrabairagi/DeeplensWorkshop,https://github.com/mahendrabairagi/DeeplensWorkshop,FALSE,6/12/2018 20:12,3/27/2018 7:06,3/16/2019 4:28,[],78,11,67,0,2,Python,30661,9,0,1,254,0,0
awslabs/aws-orbit-workbench,https://github.com/awslabs/aws-orbit-workbench,FALSE,10/8/2020 18:49,10/8/2020 23:10,9/19/2022 13:26,"['kubernetes', 'eks', 'jupyter', 'jupyterhub', 'data-analysis', 'datalake', 'mach', 'orbit-workbench', 'gpu', 'eks-cluster', 'aws', 'dataengineering', 'redshift', 'analytics', 'workbench']",119,13,23,24,11,Python,56465,1353,948,36,861,0,110
shashankprasanna/sagemaker-rapids,https://github.com/shashankprasanna/sagemaker-rapids,FALSE,11/12/2019 10:56,11/12/2019 10:56,2/10/2020 11:32,[],7,3,3,0,1,Jupyter Notebook,18,1,0,1,6,0,0
aws-deepracer-community/deepracer-core,https://github.com/aws-deepracer-community/deepracer-core,FALSE,4/7/2019 0:07,4/7/2019 0:07,4/3/2022 18:23,[],234,16,104,2,10,Python,138482,108,35,2,357,1,0
aws-samples/amazon-sagemaker-anomaly-detection-with-rcf-and-deepar,https://github.com/aws-samples/amazon-sagemaker-anomaly-detection-with-rcf-and-deepar,FALSE,1/30/2021 0:57,1/30/2021 0:57,2/5/2021 3:17,[],10,5,6,0,2,Jupyter Notebook,8032,1,0,1,2,0,0
awslabs/kubeflow-manifests,https://github.com/awslabs/kubeflow-manifests,FALSE,9/24/2021 23:35,9/24/2021 23:35,11/14/2022 18:16,"['kubeflow', 'eks', 'kubernetes', 'aws', 'data-science', 'mlops']",85,8,56,7,19,YAML,53884,507,381,15,236,11,827
aws-neuron/aws-neuron-sdk,https://github.com/aws-neuron/aws-neuron-sdk,FALSE,11/6/2019 2:12,12/3/2019 1:15,11/16/2022 4:21,[],257,42,98,39,50,Python,24883,597,132,9,764,0,0
aws-samples/algorithmic-trading,https://github.com/aws-samples/algorithmic-trading,FALSE,1/28/2020 0:35,1/28/2020 0:35,8/16/2022 14:44,[],148,11,59,0,4,Jupyter Notebook,2996,12,9,2,54,0,0
aws-samples/aws-deeplens-recipes,https://github.com/aws-samples/aws-deeplens-recipes,FALSE,3/4/2020 19:27,3/4/2020 19:27,3/19/2021 16:43,[],6,3,6,0,4,Jupyter Notebook,28306,6,5,1,20,0,0
mlcommons/dynabench,https://github.com/mlcommons/dynabench,FALSE,5/11/2022 16:11,9/22/2021 3:59,11/9/2022 23:24,[],7,3,7,0,20,Python,35923,130,94,133,279,0,0
awslabs/aws-fleet-predictive-maintenance,https://github.com/awslabs/aws-fleet-predictive-maintenance,FALSE,7/7/2020 19:21,7/7/2020 19:21,9/14/2022 18:07,"['predictive', 'maintenance', 'vehicles', 'fleets', 'predictive-maintenance', 'deep-learning', 'sagemaker', 'sagemaker-example', 'aws-sagemaker', 'automobile']",47,10,23,0,6,Jupyter Notebook,919,1,1,3,25,0,0
aws-samples/amazon-sagemaker-tensorflow-serving-grpc,https://github.com/aws-samples/amazon-sagemaker-tensorflow-serving-grpc,FALSE,5/11/2021 13:38,5/11/2021 13:38,3/25/2022 9:46,[],7,2,2,0,3,Jupyter Notebook,2769,4,4,1,17,0,0
aws-samples/amazon-sagemaker-amazon-routing-challenge-sol,https://github.com/aws-samples/amazon-sagemaker-amazon-routing-challenge-sol,FALSE,4/26/2022 7:47,4/26/2022 7:47,10/4/2022 0:59,"['last-mile-delivery', 'markov-decision-processes', 'markov-model', 'ppm', 'reinforcement-learning', 'sequence-models', 'sagemaker-processing', 'dynamic-programming']",16,6,2,0,2,Python,2100,2,1,1,34,0,0
udacity/udacity-nd009t-C2-Developing-ML-Workflow,https://github.com/udacity/udacity-nd009t-C2-Developing-ML-Workflow,FALSE,8/23/2021 16:05,8/23/2021 16:05,6/23/2022 9:05,[],15,5,130,0,3,Jupyter Notebook,48867,9,6,3,43,0,0
aws-samples/sagemaker-model-monitor-bring-your-own-container,https://github.com/aws-samples/sagemaker-model-monitor-bring-your-own-container,FALSE,4/26/2021 3:53,4/26/2021 3:53,5/26/2021 5:47,"['sagemaker-model-monitor', 'model-drift', 'data-drift', 'covariate-shift']",11,11,3,0,3,Jupyter Notebook,983,1,1,1,3,0,0
aws-samples/lookout-for-equipment-demo,https://github.com/aws-samples/lookout-for-equipment-demo,FALSE,2/5/2021 8:25,2/5/2021 8:25,3/22/2022 9:30,[],19,24,26,0,7,Jupyter Notebook,58071,11,4,1,43,0,0
randyridgley/cdk-snippets,https://github.com/randyridgley/cdk-snippets,FALSE,5/4/2020 17:25,5/4/2020 17:25,8/12/2021 12:31,[],13,1,2,0,2,TypeScript,7177,98,98,37,152,0,0
omnata-labs/dbt-ml-pipeline,https://github.com/omnata-labs/dbt-ml-pipeline,FALSE,1/19/2021 4:45,1/19/2021 4:45,2/23/2021 21:36,[],8,1,2,0,1,Jupyter Notebook,367,1,1,2,10,0,0
aws-samples/amazon-sagemaker-custom-recommender-system,https://github.com/aws-samples/amazon-sagemaker-custom-recommender-system,FALSE,7/16/2020 17:43,7/16/2020 17:43,8/5/2020 21:25,[],19,9,18,0,2,Jupyter Notebook,18,2,1,1,6,0,0
aws-samples/headpose-estimator-apache-mxnet,https://github.com/aws-samples/headpose-estimator-apache-mxnet,FALSE,2/6/2018 19:36,2/6/2018 19:36,6/18/2018 16:45,[],16,3,15,0,1,Jupyter Notebook,2402,2,2,1,60,0,0
kssteven418/LTP,https://github.com/kssteven418/LTP,FALSE,7/1/2021 2:50,7/1/2021 2:50,12/23/2021 6:35,"['natural-language-processing', 'transformer', 'bert', 'pruning', 'model-compression', 'efficient-model', 'efficient-neural-networks']",52,1,7,0,1,Python,42265,9,4,4,6,0,0
PacktPublishing/-Practical-Deep-Learning-on-the-Cloud,https://github.com/PacktPublishing/-Practical-Deep-Learning-on-the-Cloud,FALSE,3/12/2020 9:48,3/12/2020 9:48,10/31/2022 7:42,[],34,4,8,0,3,Python,152016,23,23,19,24,0,0
huggingface/transformers,https://github.com/huggingface/transformers,FALSE,10/29/2018 13:56,10/29/2018 13:56,11/17/2022 11:16,"['nlp', 'natural-language-processing', 'pytorch', 'language-model', 'tensorflow', 'bert', 'language-models', 'pytorch-transformers', 'nlp-library', 'transformer', 'model-hub', 'pretrained-models', 'jax', 'flax', 'seq2seq', 'speech-recognition', 'hacktoberfest', 'python', 'machine-learning', 'deep-learning']",74375,861,16933,105,438,Python,111811,20215,9843,137,11351,292,0
4GeeksAcademy/machine-learning-content,https://github.com/4GeeksAcademy/machine-learning-content,FALSE,4/27/2022 20:47,4/27/2022 20:46,9/30/2022 13:43,[],5,3,20,0,4,Jupyter Notebook,44715,68,68,1,500,0,0
aws-samples/hugging-face-workshop,https://github.com/aws-samples/hugging-face-workshop,FALSE,3/10/2022 4:34,3/10/2022 4:34,3/22/2022 20:43,"['nlp', 'sagemaker', 'aws', 'machine-learning', 'deep-learning']",15,19,5,0,3,Jupyter Notebook,401,1,1,1,60,0,0
jxhe/unify-parameter-efficient-tuning,https://github.com/jxhe/unify-parameter-efficient-tuning,FALSE,6/24/2021 8:43,10/29/2018 13:56,3/24/2022 21:18,[],204,7,27,0,418,Python,62474,21,12,239,7662,0,0
aws/studio-lab-examples,https://github.com/aws/studio-lab-examples,FALSE,11/23/2021 0:24,11/23/2021 0:24,11/16/2022 1:24,"['amazon-sagemaker-lab', 'sagemaker-studio-lab', 'machine-learning', 'deep-learning', 'huggingface', 'aws', 'sagemaker', 'training', 'inference', 'deploy']",293,15,83,0,12,Jupyter Notebook,34327,166,26,3,154,0,0
aws/sagemaker-tensorflow-extensions,https://github.com/aws/sagemaker-tensorflow-extensions,FALSE,5/9/2018 0:03,5/9/2018 0:03,9/22/2022 23:40,[],48,41,36,52,15,C++,379,140,116,10,170,0,0
52-entertainment/deep-sea-iroboat-challenge,https://github.com/52-entertainment/deep-sea-iroboat-challenge,FALSE,3/15/2022 13:32,3/15/2022 16:30,3/24/2022 11:17,['virtual-regatta'],8,3,7,0,2,Jupyter Notebook,60105,4,3,1,7,0,0
dbbrandt/short_answer_granding_capstone_project,https://github.com/dbbrandt/short_answer_granding_capstone_project,FALSE,6/15/2019 23:41,6/15/2019 23:41,7/22/2019 14:56,[],9,1,10,0,1,Python,295024,6,6,1,81,0,0
drnefischer/udacity,https://github.com/drnefischer/udacity,FALSE,5/19/2021 22:46,5/19/2021 22:50,11/13/2022 12:41,"['udacity', 'udacity-nanodegree', 'udacity-data-analyst-nanodegree', 'udacity-data-scientist', 'udacity-artificial-intelligence', 'udacity-deep-learning', 'udacity-deep-reinforcement-learning', 'udacity-machine-learning', 'udacity-data-scientist-nanodegree', 'udacity-ai-nanodegree', 'udacity-deep-learning-nanodegree', 'udacity-machine-learning-nanodegree', 'deep-learning', 'machine-learning', 'deep-reinforcement-learning', 'artificial-intelligence', 'data-analyst', 'data-science', 'nanodegree']",11,1,3,0,1,HTML,33822,2,2,1,339,0,78
aws-samples/mlops-amazon-sagemaker,https://github.com/aws-samples/mlops-amazon-sagemaker,FALSE,7/8/2019 17:37,7/8/2019 17:37,10/14/2022 23:15,[],192,12,100,0,9,Jupyter Notebook,10003,31,25,11,117,0,0
awslabs/realtime-fraud-detection-with-gnn-on-dgl,https://github.com/awslabs/realtime-fraud-detection-with-gnn-on-dgl,FALSE,3/11/2021 5:05,3/11/2021 5:05,11/8/2022 1:38,"['aws-cdk', 'gnn', 'dgl', 'fraud-detection', 'aws', 'sagemaker', 'neptune', 'graph-database', 'documentdb', 'appsync', 'amplify-js']",126,17,25,8,10,TypeScript,10584,954,927,15,210,0,126
bhaveshbendale/data-science-on-aws,https://github.com/bhaveshbendale/data-science-on-aws,FALSE,6/22/2020 17:27,3/1/2020 17:57,6/22/2020 15:01,[],7,1,3,0,2,Jupyter Notebook,291129,14,14,5,1079,0,0
aws-samples/amazon-sagemaker-studio-vpc-networkfirewall,https://github.com/aws-samples/amazon-sagemaker-studio-vpc-networkfirewall,FALSE,1/26/2021 8:58,1/11/2021 11:15,7/31/2022 16:34,[],12,8,3,3,0,Jupyter Notebook,2778,4,0,2,26,0,0
MrinmoiHossain/Udacity-Deep-Learning-Nanodegree,https://github.com/MrinmoiHossain/Udacity-Deep-Learning-Nanodegree,FALSE,10/12/2019 10:28,10/12/2019 13:08,1/2/2020 18:37,"['deep-learning', 'neural-network', 'convolutional-neural-networks', 'recurrent-neural-networks', 'generative-adversarial-network', 'long-short-term-memory-models', 'pytorch', 'nlp', 'transfer-learning', 'convolutional-networks', 'sentiment-analysis', 'nanodegree', 'rnn', 'udacity', 'udacity-nanodegree', 'style-transfer', 'gans', 'lstms', 'machine-learning']",47,4,26,0,1,Jupyter Notebook,422877,18,18,6,114,0,0
udacity/sagemaker-deployment,https://github.com/udacity/sagemaker-deployment,FALSE,5/30/2018 20:52,5/30/2018 20:52,9/9/2022 16:42,[],448,23,685,0,8,Jupyter Notebook,313,28,22,2,44,1,0
adelabuhashim/Udacity-Deep-Learning-Nanodegree,https://github.com/adelabuhashim/Udacity-Deep-Learning-Nanodegree,FALSE,4/29/2020 19:32,4/29/2020 19:35,8/16/2020 11:42,[],6,1,4,0,1,HTML,3556,1,0,1,8,0,0
PacktPublishing/Hands-On-Machine-Learning-Using-Amazon-SageMaker-v-,https://github.com/PacktPublishing/Hands-On-Machine-Learning-Using-Amazon-SageMaker-v-,FALSE,12/18/2018 4:09,12/18/2018 4:09,1/18/2021 7:45,[],15,7,22,0,3,Jupyter Notebook,1288,26,25,11,12,0,0
aws-deepracer/aws-deepracer-workshops,https://github.com/aws-deepracer/aws-deepracer-workshops,FALSE,11/23/2018 20:27,11/23/2018 20:27,11/16/2022 16:49,[],1148,95,681,0,27,Jupyter Notebook,333238,86,65,5,381,0,0
aws-samples/amazon-sagemaker-immersion-day,https://github.com/aws-samples/amazon-sagemaker-immersion-day,FALSE,7/23/2020 19:02,7/23/2020 19:02,8/2/2022 18:32,[],152,13,145,0,25,Jupyter Notebook,35895,61,44,2,200,0,0
aws-samples/amazon-aurora-labs-for-mysql,https://github.com/aws-samples/amazon-aurora-labs-for-mysql,FALSE,4/16/2019 15:54,4/16/2019 15:54,8/30/2022 17:12,[],68,10,35,9,12,Python,163636,72,54,8,443,6,0
brightsparc/aiml-lab,https://github.com/brightsparc/aiml-lab,FALSE,8/26/2018 6:41,8/26/2018 6:41,9/18/2019 14:09,[],6,1,10,0,2,Jupyter Notebook,14390,1,1,3,44,0,0
BloomTech-Labs/tally-ai-ds,https://github.com/BloomTech-Labs/tally-ai-ds,FALSE,12/11/2019 19:42,12/11/2019 19:42,8/22/2020 3:05,"['django-rest-framework', 'django', 'python3', 'labspt11']",9,7,4,0,9,Jupyter Notebook,13489,30,30,14,97,0,0
awslabs/amazon-timestream-tools,https://github.com/awslabs/amazon-timestream-tools,FALSE,9/22/2020 17:58,9/30/2020 16:55,11/2/2022 16:15,[],175,22,135,0,28,Java,7655,121,89,4,183,0,0
elangovana/recommendation-demo,https://github.com/elangovana/recommendation-demo,FALSE,6/15/2018 2:59,6/15/2018 2:59,6/27/2018 12:04,[],9,3,5,0,1,Python,678,2,2,2,270,0,0
pmhargis-aws/AWS_ML_WorkshopLabs,https://github.com/pmhargis-aws/AWS_ML_WorkshopLabs,FALSE,8/18/2020 14:09,8/18/2020 14:09,6/8/2021 15:34,[],5,4,4,0,2,Jupyter Notebook,22599,1,1,2,21,0,0
aws-john/sagemaker-churn,https://github.com/aws-john/sagemaker-churn,FALSE,1/3/2020 8:05,1/3/2020 8:05,3/5/2021 21:12,[],43,6,88,0,1,Jupyter Notebook,34,1,0,1,10,0,0
giuseppeporcelli/smlambdaworkshop,https://github.com/giuseppeporcelli/smlambdaworkshop,FALSE,10/9/2018 14:31,10/9/2018 14:32,11/27/2018 1:34,[],18,8,7,0,2,Python,58818,3,1,1,53,0,0
aws-samples/amazon-sagemaker-bert-pytorch,https://github.com/aws-samples/amazon-sagemaker-bert-pytorch,FALSE,1/31/2020 0:22,1/31/2020 0:22,11/8/2022 21:05,[],58,4,23,0,4,Jupyter Notebook,305,11,4,1,28,0,0
aws-samples/amazon-sagemaker-activity-detection,https://github.com/aws-samples/amazon-sagemaker-activity-detection,FALSE,8/3/2020 17:34,8/3/2020 17:34,9/17/2020 17:48,[],12,3,4,0,4,Python,13145,1,0,1,47,0,0
fxgsell/GG-Edge-Inference,https://github.com/fxgsell/GG-Edge-Inference,FALSE,4/9/2018 10:07,4/9/2018 10:07,10/19/2018 0:52,[],14,4,7,0,3,Python,108843,13,0,1,117,0,0
kanyesthaker/qgqa-flashcards,https://github.com/kanyesthaker/qgqa-flashcards,FALSE,7/24/2021 18:47,7/24/2021 19:15,8/27/2021 5:04,[],66,1,5,0,2,JavaScript,36145,6,6,3,161,0,0
huggingface/doc-build,https://github.com/huggingface/doc-build,FALSE,1/13/2022 9:53,1/13/2022 9:55,11/16/2022 10:22,[],12,25,9,0,9,HTML,838494,42,42,11,14738,0,0
wmlba/Fraud_Detection_Techniques,https://github.com/wmlba/Fraud_Detection_Techniques,FALSE,2/14/2019 2:27,2/14/2019 2:34,6/14/2020 23:36,[],71,4,45,0,1,Jupyter Notebook,81933,5,2,2,24,0,0
alphagov/search-api,https://github.com/alphagov/search-api,FALSE,11/1/2011 10:12,11/1/2011 10:13,11/15/2022 14:57,"['govuk', 'container']",22,34,6,0,154,Ruby,12950,2458,2437,22,6724,161,17
jonrau1/SyntheticSun,https://github.com/jonrau1/SyntheticSun,FALSE,4/21/2020 15:12,4/21/2020 15:12,7/8/2021 2:10,"['threat-intelligence', 'machine-learning', 'anomaly-detection', 'aws-security', 'aws-serverless', 'serverless', 'automation', 'geolocation', 'threat-detection', 'guardduty', 'security-automation', 'security-tools', 'aws', 'sagemaker', 'incident-response', 'kibana', 'elasticsearch', 'data-science', 'data-visualization', 'misp']",61,8,13,0,4,Python,60789,27,9,2,90,0,0
aws-samples/sagemaker-byo-catboost-container-demo,https://github.com/aws-samples/sagemaker-byo-catboost-container-demo,FALSE,5/5/2020 9:40,5/5/2020 9:40,9/22/2022 20:15,[],12,22,2,0,2,Jupyter Notebook,28,2,1,1,8,0,0
aws-samples/amazon-sagemaker-edge-manager-workshop,https://github.com/aws-samples/amazon-sagemaker-edge-manager-workshop,FALSE,3/22/2021 11:08,3/22/2021 11:08,4/3/2022 20:50,[],29,22,11,0,5,Jupyter Notebook,16756,15,7,1,54,0,0
skrinak/recommendationEngine,https://github.com/skrinak/recommendationEngine,FALSE,1/21/2019 3:30,1/21/2019 3:30,4/16/2019 13:07,[],43,6,20,0,4,Jupyter Notebook,7333,5,5,2,48,0,0
EshikaShah/Deep-Learning---Udacity,https://github.com/EshikaShah/Deep-Learning---Udacity,FALSE,6/26/2020 12:56,6/26/2020 12:55,1/11/2022 10:38,"['deep-learning', 'neural-network', 'cnn', 'rnn', 'gan', 'deployment']",18,1,1,0,2,Jupyter Notebook,89851,9,9,2,10,0,0
gcr-solutions/recommender-system-dev-workshop-code,https://github.com/gcr-solutions/recommender-system-dev-workshop-code,FALSE,6/15/2021 6:05,6/15/2021 6:05,1/7/2022 7:32,[],10,3,35,0,4,Jupyter Notebook,86958,3,3,8,846,0,0
wandb/examples,https://github.com/wandb/examples,FALSE,1/29/2018 17:53,1/29/2018 17:53,11/3/2022 20:50,[],792,20,251,0,47,Jupyter Notebook,173824,326,251,92,777,0,0
aws-samples/streamlit-application-deployment-on-aws,https://github.com/aws-samples/streamlit-application-deployment-on-aws,FALSE,4/10/2021 23:38,4/10/2021 23:38,11/2/2022 2:49,"['streamlit-dashboard', 'aws', 'aws-cloudformation', 'aws-glue', 'aws-athena', 'aws-cognito', 'aws-sagemaker']",36,6,15,0,4,Python,4167,13,12,6,55,0,0
philschmid/advanced-pii-huggingface-sagemaker,https://github.com/philschmid/advanced-pii-huggingface-sagemaker,FALSE,5/30/2022 11:19,5/30/2022 11:18,5/30/2022 12:04,[],18,1,6,0,1,Jupyter Notebook,2354,1,0,1,3,0,0
aws-samples/sm-model-serving-patterns,https://github.com/aws-samples/sm-model-serving-patterns,FALSE,12/24/2021 0:13,12/24/2021 0:13,4/6/2022 13:38,[],10,8,2,0,2,Jupyter Notebook,8295,1,1,2,21,0,0
aws-samples/sagemaker-ssh-helper,https://github.com/aws-samples/sagemaker-ssh-helper,FALSE,10/14/2022 17:56,10/14/2022 17:56,10/28/2022 16:18,"['amazon-sagemaker', 'aws', 'aws-systems-manager', 'machine-learning', 'pycharm', 'sagemaker', 'sagemaker-studio', 'ssh', 'vscode']",41,4,4,1,3,Python,318,3,0,1,9,0,0
zcor/uw_fintech_21,https://github.com/zcor/uw_fintech_21,FALSE,8/19/2021 3:56,8/19/2021 3:56,1/19/2022 2:10,[],5,2,4,0,4,Jupyter Notebook,61937,2,2,1,53,0,0
DIAGNijmegen/picai_baseline,https://github.com/DIAGNijmegen/picai_baseline,FALSE,6/14/2022 16:26,6/14/2022 16:26,11/10/2022 13:39,[],13,2,9,2,2,Python,989,27,19,2,59,0,0
aws-samples/sagemaker-cross-validation-pipeline,https://github.com/aws-samples/sagemaker-cross-validation-pipeline,FALSE,7/10/2021 0:22,7/10/2021 0:22,10/1/2021 20:53,[],9,2,2,0,2,Jupyter Notebook,1056,1,0,1,21,0,0
aws-samples/amazon-keyspaces-examples,https://github.com/aws-samples/amazon-keyspaces-examples,FALSE,12/28/2020 22:21,12/28/2020 22:21,10/18/2022 22:03,"['cassandra', 'aws-lambda', 'keyspaces', 'amazon-keyspaces']",10,10,18,0,12,Java,503,33,29,3,86,0,0
krasserm/krasserm.github.io,https://github.com/krasserm/krasserm.github.io,FALSE,1/4/2015 15:38,1/4/2015 16:47,8/22/2022 7:49,[],7,3,8,0,2,HTML,14963,2,2,1,266,0,268
utterworks/fast-bert,https://github.com/utterworks/fast-bert,FALSE,4/18/2019 22:01,4/18/2019 22:01,9/27/2022 9:59,"['bert', 'fast-bert', 'fastai', 'transformers']",1765,41,334,5,27,Python,2163,314,66,4,326,1,0
haythemtellili/amazon-sagemaker-cicd,https://github.com/haythemtellili/amazon-sagemaker-cicd,FALSE,2/16/2022 16:18,2/16/2022 16:18,2/24/2022 11:30,"['machine-learning', 'mlops', 'sagemaker']",8,1,8,0,1,Python,25,5,4,2,16,4,0
hunkim/sagemaker-aihub,https://github.com/hunkim/sagemaker-aihub,FALSE,6/9/2020 1:11,6/9/2020 9:16,7/9/2020 9:47,[],6,3,3,0,1,Jupyter Notebook,916,2,1,2,21,0,0
apac-ml-tfc/textract-demo,https://github.com/apac-ml-tfc/textract-demo,FALSE,6/4/2020 12:31,6/11/2020 5:41,6/9/2021 15:30,"['amazon-textract', 'ocr', 'amazon-a2i']",13,6,49,0,7,Python,20795,11,8,2,176,0,0
jonaylor89/WineInAMillion,https://github.com/jonaylor89/WineInAMillion,FALSE,10/19/2019 6:45,11/23/2021 17:10,7/18/2022 2:35,"['bert', 'python', 'nlp', 'jupyter-notebook', 'sagemaker', 'sklearn', 'pytorch', 'sentence-bert', 'sentence-embeddings']",8,0,1,0,2,Jupyter Notebook,742,15,15,8,47,0,0
aws-samples/amazon-sagemaker-edge-defect-detection-computer-vision,https://github.com/aws-samples/amazon-sagemaker-edge-defect-detection-computer-vision,FALSE,6/30/2021 22:26,6/30/2021 22:26,9/24/2022 9:17,"['ml', 'sagemaker', 'ai', 'aws', 'machine-learning', 'computer-vision', 'edge-machine-learning']",31,4,14,0,4,Python,2751,12,8,2,35,0,0
MrRobot2211/pytorch-deep-photo-enhancer,https://github.com/MrRobot2211/pytorch-deep-photo-enhancer,FALSE,4/20/2020 15:26,4/20/2020 15:30,10/6/2021 19:40,"['deep-photo-enhancer', 'pytorch', 'gans']",24,3,6,0,2,Python,630873,10,3,5,28,0,0
layerai/examples,https://github.com/layerai/examples,TRUE,2/4/2022 18:12,3/28/2022 13:39,9/12/2022 15:28,['machine-learning'],6,7,6,0,7,Jupyter Notebook,39645,114,111,7,428,0,0
aws-samples/mlops-e2e,https://github.com/aws-samples/mlops-e2e,FALSE,8/10/2021 22:53,8/10/2021 22:53,11/16/2022 22:04,"['mlops', 'aws-sagemaker', 'aws-cdk', 'aws-codepipeline']",27,3,22,0,3,TypeScript,4822,33,31,1,34,0,0
OElesin/sagemaker-autopilot-step-functions,https://github.com/OElesin/sagemaker-autopilot-step-functions,FALSE,5/23/2020 11:43,5/23/2020 11:56,12/5/2020 6:34,[],9,2,3,0,2,Python,196,10,9,2,36,0,0
dancju/udacimak-repos,https://github.com/dancju/udacimak-repos,FALSE,4/26/2020 9:03,4/26/2020 8:57,6/1/2020 7:40,[],25,8,21,0,5,Shell,5133,9,7,1,20,0,0
Innixma/autogluon-benchmarking,https://github.com/Innixma/autogluon-benchmarking,FALSE,2/13/2020 23:34,2/13/2020 23:34,1/11/2022 23:38,[],17,5,5,0,2,Python,680,6,1,1,4,0,0
aws-samples/sagemaker-rl-procgen-ray,https://github.com/aws-samples/sagemaker-rl-procgen-ray,FALSE,8/31/2020 19:50,8/31/2020 19:50,12/8/2020 13:31,[],15,4,6,0,5,Python,1154,6,3,3,54,0,0
CloudedThings/100-Days-in-Cloud,https://github.com/CloudedThings/100-Days-in-Cloud,FALSE,9/22/2021 19:20,9/22/2021 19:20,1/11/2022 14:59,"['aws', 'cloud', 'lab', 'challenge', 'iot', 'terraform', 'iac', 'serverless']",15,1,10,0,1,Python,24310,1,0,1,203,0,0
qcwthu/Lifelong-Fewshot-Language-Learning,https://github.com/qcwthu/Lifelong-Fewshot-Language-Learning,FALSE,2/10/2022 1:52,2/10/2022 1:52,2/17/2022 0:47,"['pytorch', 'lifelong-learning']",39,3,6,0,1,Python,27069,1,0,2,33,0,0
