Repo,Link,Archived,Creation Date,First Activity Date,Last Activity Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Language,Size,#Issues,#Pull Requests,#Branches,#Commits,#Comments,#Deployments
RizwanMunawar/yolov5-object-tracking,https://github.com/RizwanMunawar/yolov5-object-tracking,FALSE,9/11/2022 11:01,9/11/2022 11:01,11/1/2022 5:20,"['computer-vision', 'object-detection', 'object-tracking', 'streamlit-dashboard', 'yolov5']",24,2,4,1,1,Python,4365,2,0,1,15,0,0
BrianG13/FLEX,https://github.com/BrianG13/FLEX,FALSE,3/13/2021 21:59,3/13/2021 22:03,11/7/2022 12:47,[],28,5,4,0,2,Python,8915,6,0,1,36,0,33
allegroai/clearml-agent,https://github.com/allegroai/clearml-agent,FALSE,10/25/2019 19:17,10/25/2019 19:17,11/11/2022 11:34,"['devops', 'kubernetes', 'deep-learning', 'deeplearning', 'machine-learning', 'cluster-manager', 'mlops', 'trains', 'clearml-agent', 'trains-agent', 'gpu', 'deep-learning-devops', 'k8s', 'orchestration']",175,15,61,28,13,Python,6620,123,22,2,569,0,0
ultralytics/yolov5,https://github.com/ultralytics/yolov5,FALSE,5/18/2020 3:45,5/30/2020 0:04,11/16/2022 18:06,"['yolov3', 'yolov4', 'yolov5', 'object-detection', 'pytorch', 'onnx', 'coreml', 'ios', 'tflite', 'yolo', 'deep-learning', 'machine-learning', 'ml']",32825,330,11805,9,276,Python,13984,9228,2191,32,2462,109,0
allegroai/clearml-web,https://github.com/allegroai/clearml-web,FALSE,6/10/2019 20:46,6/10/2019 20:46,11/1/2022 10:40,[],17,8,11,3,7,TypeScript,8235,39,29,14,44,0,0
ai-in-motion/moai,https://github.com/ai-in-motion/moai,FALSE,1/27/2021 14:49,1/22/2021 9:30,11/15/2022 17:25,"['pytorch', 'mdk', 'deep-learning', 'cnn', 'computer-vision', 'human-pose-estimation', 'object-pose-estimation', 'vae', 'vae-pytorch', 'depth-estimation', 'reproducible-research', 'reproducibility', 'data-driven', 'artificial-intelligence', 'neural-network', 'convolutional-neural-networks', 'experimentation', 'hydra']",33,6,5,0,8,Python,6620,1,0,1,254,0,0
positive666/yolov5_research,https://github.com/positive666/yolov5_research,FALSE,2/25/2021 11:02,5/30/2020 0:04,11/16/2022 11:47,"['yolov5', 'deepstream', 'pytorch', 'object-detection', 'attention-mechanism', 'swintransformer', 'custom-networ', 'yolov7']",465,9,123,0,97,Python,25749,80,5,1,1487,2,0
okojoalg/raft-mlp,https://github.com/okojoalg/raft-mlp,FALSE,7/28/2021 9:18,6/14/2021 14:35,11/23/2021 7:45,[],20,2,4,0,1,Python,129,2,1,2,4,0,0
IBM/quality-controlled-paraphrase-generation,https://github.com/IBM/quality-controlled-paraphrase-generation,FALSE,3/20/2022 12:54,3/20/2022 12:54,11/2/2022 7:27,"['ibm-research-ai', 'ibm-research', 'paraphrase-generation', 'acl2022']",51,4,6,0,4,Python,24863,7,3,1,38,0,0
jambit/sensAI,https://github.com/jambit/sensAI,FALSE,2/18/2020 18:48,12/9/2019 16:12,11/14/2022 13:47,"['artificial-intelligence', 'machine-learning', 'python']",12,5,2,19,4,Python,6799,65,30,9,937,2,126
