Repo,Link,Archived,Creation Date,First Activity Date,Last Activity Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Language,Size,#Issues,#Pull Requests,#Branches,#Commits,#Comments,#Deployments
yennanliu/AirflowJob,https://github.com/yennanliu/AirflowJob,FALSE,10/20/2018 8:01,10/20/2018 8:01,8/18/2022 16:08,"['etl-job', 'airflow', 'spark', 'data-engineering', 'machine-learning', 'instagram', 'etl', 'docker', 'daas', 'astro-airflow', 'python', 'travis', 'data-science', 'infrastructure', 'environment', 'elt', 'etl-pipeline', 'etl-jobs', 'dag', 'shell']",10,3,4,2,1,Python,654,4,0,2,300,0,0
Azure/nlp-samples,https://github.com/Azure/nlp-samples,FALSE,7/21/2021 5:06,7/21/2021 5:07,10/19/2021 14:45,"['azure', 'azure-machine-learning', 'transformers', 'nlp', 'huggingface', 'pytorch', 'gpt2']",9,5,2,0,4,Shell,166,12,11,5,97,0,0
ynahshan/nn-quantization-pytorch,https://github.com/ynahshan/nn-quantization-pytorch,FALSE,9/4/2019 16:49,9/4/2019 16:50,12/8/2020 18:26,[],52,7,13,0,4,Jupyter Notebook,12885,4,1,4,121,0,0
Kthyeon/FINE_official,https://github.com/Kthyeon/FINE_official,FALSE,10/26/2021 16:24,10/12/2020 14:32,11/29/2021 13:13,"['noisy-label-learning', 'semi-supervised-learning', 'neurips2021', 'machine-learning', 'pytorch']",27,3,9,0,6,Python,168341,3,0,7,351,0,0
e-mon/lish-moa,https://github.com/e-mon/lish-moa,FALSE,11/18/2020 13:41,10/31/2020 9:14,1/2/2021 9:36,[],20,5,7,0,2,Python,239,4,4,7,59,0,0
boostcampaitech3/final-project-level3-recsys-05,https://github.com/boostcampaitech3/final-project-level3-recsys-05,FALSE,5/9/2022 1:35,5/12/2022 2:50,7/4/2022 15:30,[],5,1,4,0,4,Jupyter Notebook,412963,13,11,5,216,0,0
nv-morpheus/Morpheus,https://github.com/nv-morpheus/Morpheus,FALSE,6/28/2021 16:02,4/22/2022 0:20,11/16/2022 17:51,[],127,9,43,9,18,Python,9054,473,272,24,232,0,0
JHibbard/mlflow-vizmod,https://github.com/JHibbard/mlflow-vizmod,FALSE,10/12/2020 22:15,10/12/2020 22:21,4/28/2021 22:01,[],20,3,1,0,2,HTML,43162,15,1,1,20,0,0
IsakZhang/XABSA,https://github.com/IsakZhang/XABSA,FALSE,11/22/2021 11:51,11/22/2021 11:51,11/29/2021 4:19,[],6,3,0,0,1,Python,2386,2,0,1,3,0,0
rlleshi/phar,https://github.com/rlleshi/phar,FALSE,2/5/2022 22:30,2/5/2022 22:30,9/24/2022 16:08,"['action-recognition', 'deep-learning', 'porn-filter', 'pornhub', 'pytorch', 'video-classification', 'video-understanding', 'human-action-recognition', 'sex', 'sex-classifier']",108,4,13,1,1,Python,1780,7,0,1,105,0,0
sertansenturk/cookiecutter-ds-docker,https://github.com/sertansenturk/cookiecutter-ds-docker,FALSE,3/27/2020 16:10,3/27/2020 16:10,8/7/2020 11:19,"['mlflow', 'jupyter', 'docker', 'python', 'data-science', 'cookiecutter', 'tensorflow', 'pyspark']",11,2,2,12,2,Makefile,4766,60,44,3,362,0,0
aiadvocates/roshambo,https://github.com/aiadvocates/roshambo,FALSE,1/15/2021 20:08,1/15/2021 20:08,10/28/2022 16:46,[],12,8,8,0,2,TypeScript,104597,2,2,2,77,0,4
joelcthomas/ml-azuredatabricks,https://github.com/joelcthomas/ml-azuredatabricks,FALSE,4/2/2020 19:19,4/2/2020 19:19,11/11/2020 16:26,"['azure', 'databricks', 'machine-learning', 'deep-learning', 'mlflow']",35,4,22,0,1,Python,2302,1,0,1,19,0,15
babylonhealth/neuralTPPs,https://github.com/babylonhealth/neuralTPPs,FALSE,7/3/2020 8:38,7/27/2020 11:31,7/14/2022 14:33,[],21,5,6,0,2,Shell,3098,8,8,1,6,0,0
songhaoyu/BoB,https://github.com/songhaoyu/BoB,FALSE,6/12/2021 4:53,6/12/2021 4:54,7/30/2021 12:21,"['bert', 'personachat', 'acl2021', 'dialogue-model']",123,1,24,0,1,Python,1184,20,2,1,20,0,0
HewlettPackard/dlcookbook-dlbs,https://github.com/HewlettPackard/dlcookbook-dlbs,FALSE,11/9/2017 18:39,11/9/2017 18:39,2/8/2022 22:37,"['deep-learning', 'neural-network', 'benchmarking', 'tensorflow', 'caffe', 'caffe2', 'mxnet', 'tensorrt']",126,24,46,0,4,Python,14034,18,5,10,191,0,175
mlflow/mlflow-example,https://github.com/mlflow/mlflow-example,FALSE,5/13/2018 3:25,5/13/2018 1:46,8/15/2022 20:50,[],163,20,235,1,6,Python,13,19,12,4,14,0,0
MisterMap/undeepvo,https://github.com/MisterMap/undeepvo,FALSE,5/25/2020 13:58,5/25/2020 13:58,6/7/2020 16:33,[],9,4,11,0,5,Jupyter Notebook,5719,72,40,2,300,0,0
hskaailabcv/source,https://github.com/hskaailabcv/source,FALSE,3/21/2019 17:44,3/22/2019 7:59,3/4/2020 9:27,[],11,5,3,0,1,Jupyter Notebook,55106,1,1,2,25,0,0
Azure/mlops-project-template,https://github.com/Azure/mlops-project-template,FALSE,4/28/2022 14:46,4/28/2022 14:46,11/15/2022 21:39,[],21,19,29,2,18,Python,6147,110,92,13,445,0,0
rameshjes/NLP-,https://github.com/rameshjes/NLP-,FALSE,4/2/2018 10:53,4/2/2018 10:53,12/17/2020 11:45,"['embedding-layer-keras', 'k-means-clustering', 'time-series-prediction', 'text-classification', 'bert-embeddings', 'quora-question-pairs']",13,1,1,0,2,Python,5754,14,11,10,50,0,0
zivilenorkunaite/apjbootcamp2022,https://github.com/zivilenorkunaite/apjbootcamp2022,FALSE,1/17/2022 1:55,1/17/2022 1:55,10/31/2022 4:11,[],29,4,53,0,7,Python,122661,21,21,3,97,0,0
microsoft/qlib,https://github.com/microsoft/qlib,FALSE,8/14/2020 6:46,8/14/2020 9:31,11/15/2022 0:49,"['quantitative-finance', 'machine-learning', 'stock-data', 'platform', 'finance', 'algorithmic-trading', 'python', 'investment', 'quant', 'quantitative-trading', 'quant-dataset', 'quant-models', 'auto-quant', 'fintech', 'research-paper', 'paper', 'research', 'deep-learning']",9924,242,1770,15,101,Python,16338,1364,715,39,1867,9,0
reiase/hyperparameter,https://github.com/reiase/hyperparameter,FALSE,1/6/2022 5:41,1/6/2022 5:41,9/14/2022 8:49,"['machine-learning', 'deep-learning', 'data-science', 'hyperparameters', 'hyperparameters-optimization', 'hyperparameters-tuning']",5,1,0,8,1,Python,599,1,1,2,56,0,45
sash-a/es_pytorch,https://github.com/sash-a/es_pytorch,FALSE,7/5/2020 19:16,7/4/2020 20:32,1/24/2022 10:24,"['evolutionary-strategy', 'reinforcement-learning', 'gym', 'deep-neuroevolution', 'pytorch', 'neuroevolution', 'mpi', 'mpi4py', 'ai']",22,2,0,0,1,Python,6665,11,0,16,188,0,0
upura/ayniy,https://github.com/upura/ayniy,FALSE,12/10/2019 4:59,12/21/2019 6:12,6/23/2021 7:40,[],47,1,4,10,1,Python,377,93,46,2,276,0,0
masa-su/pixyzoo,https://github.com/masa-su/pixyzoo,FALSE,11/5/2018 8:02,11/5/2018 8:05,3/30/2022 7:49,[],93,8,18,0,7,Jupyter Notebook,1592,23,18,16,115,0,0
mchrestkha/machine_learning_examples,https://github.com/mchrestkha/machine_learning_examples,FALSE,5/24/2020 5:51,5/24/2020 5:51,11/12/2021 7:20,[],11,2,5,0,2,Jupyter Notebook,201,7,7,2,64,0,0
Distributed-AI/PipeTransformer,https://github.com/Distributed-AI/PipeTransformer,FALSE,6/9/2021 18:26,12/27/2020 18:48,7/21/2021 17:19,[],42,2,10,0,3,Python,37629,5,2,2,716,0,0
jantic/DeOldify,https://github.com/jantic/DeOldify,FALSE,10/31/2018 23:32,10/31/2018 20:26,11/10/2022 21:19,[],15626,433,2258,0,35,Python,71354,428,109,2,503,8,0
