Repo,Link,Archived,Creation Date,First Activity Date,Last Activity Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Language,Size,#Issues,#Pull Requests,#Branches,#Commits,#Comments,#Deployments
EvilPsyCHo/Deep-Time-Series-Prediction,https://github.com/EvilPsyCHo/Deep-Time-Series-Prediction,FALSE,10/21/2019 6:53,6/8/2020 9:30,12/27/2021 9:25,"['attention', 'wavenet', 'seq2seq', 'time-series-forecasting', 'series-prediction', 'regression', 'deep-learning', 'toturial', 'pytorch', 'lstm', 'kaggle', 'bert']",395,13,70,0,1,Python,4782,9,0,2,8,0,0
sharpenb/Differentiable-DAG-Sampling,https://github.com/sharpenb/Differentiable-DAG-Sampling,FALSE,10/4/2021 14:58,10/4/2021 15:03,3/16/2022 10:28,[],23,2,4,0,1,C++,2976,1,1,1,7,0,0
kikojay/EMC,https://github.com/kikojay/EMC,FALSE,10/26/2021 19:05,1/20/2022 10:48,1/26/2022 12:50,[],20,1,2,0,1,Python,769,1,0,2,7,0,0
BorgwardtLab/mgp-tcn,https://github.com/BorgwardtLab/mgp-tcn,FALSE,4/16/2019 8:12,7/8/2019 16:38,8/25/2021 14:40,[],53,8,20,0,3,Python,120,16,11,2,25,0,0
Rhyssiyan/DER-ClassIL.pytorch,https://github.com/Rhyssiyan/DER-ClassIL.pytorch,FALSE,3/29/2021 6:34,3/29/2021 6:34,10/29/2021 7:11,[],100,9,17,0,2,Python,56,22,0,1,5,0,0
BorgwardtLab/Neural-Persistence,https://github.com/BorgwardtLab/Neural-Persistence,FALSE,2/21/2019 8:38,2/21/2019 8:38,2/25/2019 15:37,"['algebraic-topology', 'persistent-homology', 'deep-learning', 'neural-networks', 'iclr2019', 'iclr', 'machine-learning']",22,9,6,0,2,Python,13,1,0,1,8,0,0
flyyufelix/sonic_contest,https://github.com/flyyufelix/sonic_contest,FALSE,6/12/2018 4:45,6/12/2018 4:45,8/20/2018 8:20,[],30,2,7,0,1,Python,89198,2,0,1,4,0,0
uclnlp/jack,https://github.com/uclnlp/jack,FALSE,7/18/2016 21:58,7/18/2016 21:58,10/24/2018 16:23,"['deep-learning', 'natural-language-processing', 'tensorflow', 'question-answering', 'knowledge-base', 'natural-language-inference']",255,29,84,1,18,Python,29413,398,95,19,2425,21,936
fgnt/sins,https://github.com/fgnt/sins,FALSE,10/21/2019 13:51,10/21/2019 13:55,10/28/2022 6:02,[],7,2,1,0,2,Python,2574,2,1,1,18,0,0
dvl-tum/mot_neural_solver,https://github.com/dvl-tum/mot_neural_solver,FALSE,3/30/2020 22:20,3/30/2020 22:20,4/13/2022 9:59,"['multi-object-tracking', 'graph-neural-networks', 'pytorch']",318,22,67,0,1,Python,3432,43,4,1,22,0,0
tum-vision/learn_prox_ops,https://github.com/tum-vision/learn_prox_ops,FALSE,7/28/2017 14:09,7/28/2017 14:09,3/31/2020 10:40,"['deep-learning', 'proximal-operators', 'inverse-problems', 'convolutional-neural-networks', 'denoising-networks']",37,14,15,0,2,Python,36685,9,4,1,25,0,0
jambo6/online-neural-cdes,https://github.com/jambo6/online-neural-cdes,FALSE,6/21/2021 12:01,6/21/2021 12:00,1/27/2022 13:07,"['time-series', 'machine-learning', 'deep-learning', 'neural-networks', 'signatures', 'neural-cdes', 'neural-odes', 'medical-time-series']",21,2,5,0,2,Python,9709,3,2,1,11,0,0
onurgu/joint-ner-and-md-tagger,https://github.com/onurgu/joint-ner-and-md-tagger,FALSE,6/5/2018 21:49,4/22/2017 14:22,12/1/2018 20:11,[],17,5,5,0,2,sed,15848,1,0,5,176,0,0
eyextent/AirCombateRL,https://github.com/eyextent/AirCombateRL,FALSE,11/25/2019 10:17,11/25/2019 10:17,12/15/2019 1:53,[],23,1,15,0,5,Python,395,3,0,1,83,0,0
a-doering/tracker_w_correlation_motion_model,https://github.com/a-doering/tracker_w_correlation_motion_model,FALSE,5/11/2020 21:20,8/24/2017 12:06,12/18/2020 11:07,"['tracking', 'deep-learning', 'multiple-object-tracking', 'optical-flow', 'tracktor']",8,0,2,0,6,Python,7564,25,24,14,333,4,0
dvl-tum/e-osvos,https://github.com/dvl-tum/e-osvos,FALSE,10/14/2020 15:08,7/11/2017 7:52,3/24/2021 15:47,"['pytorch', 'video-object-segmentation', 'meta-learning']",33,5,5,0,4,Python,12837,2,0,1,163,0,0
elastic/ml-cpp,https://github.com/elastic/ml-cpp,FALSE,2/20/2018 12:13,2/21/2018 11:58,11/15/2022 20:45,[],136,289,60,0,16,C++,50735,2413,2134,33,1035,3,0
valeoai/LightConvPoint,https://github.com/valeoai/LightConvPoint,FALSE,3/17/2020 17:17,3/30/2020 13:54,12/10/2020 12:48,[],55,6,12,2,2,Python,649,12,1,2,37,0,0
HumanCompatibleAI/better-adversarial-defenses,https://github.com/HumanCompatibleAI/better-adversarial-defenses,FALSE,6/30/2020 15:51,6/23/2020 14:51,12/8/2020 18:33,"['reinforcement-learning', 'adversarial-policies', 'adversarial-examples', 'tensorflow2', 'rllib', 'ray', 'gym', 'multiagent-reinforcement-learning', 'population-based-training', 'stable-baselines']",8,5,2,0,1,Python,50183,1,0,2,333,0,0
ling-pan/RES,https://github.com/ling-pan/RES,FALSE,11/19/2021 7:19,1/20/2022 16:24,2/21/2022 12:11,[],15,2,1,0,1,Python,4284,5,0,1,4,0,0
KinWaiCheuk/ReconVAT,https://github.com/KinWaiCheuk/ReconVAT,FALSE,7/6/2021 3:21,7/7/2021 12:59,9/21/2021 4:36,"['automatic-music-transcription', 'deep-learning', 'music', 'pytorch', 'semi-supervised-learning']",11,1,0,0,1,Python,7357,3,0,3,16,0,11
IDSIA/sacred,https://github.com/IDSIA/sacred,FALSE,3/31/2014 18:05,3/31/2014 18:04,10/17/2022 7:23,"['python', 'machine-learning', 'infrastructure', 'reproducible-research', 'reproducibility', 'reproducible-science', 'mongodb']",3948,70,362,11,90,Python,6108,891,348,8,1325,3,0
stokasto/sgmcmc,https://github.com/stokasto/sgmcmc,FALSE,10/4/2016 8:21,6/7/2016 8:47,1/24/2017 12:30,[],10,4,5,0,2,Python,31,1,0,1,25,0,0
alexa/teach,https://github.com/alexa/teach,FALSE,9/24/2021 0:19,9/24/2021 0:19,9/29/2022 0:22,[],94,5,21,0,3,Python,362,27,3,1,23,0,0
MrinankSharma/DP-PVI,https://github.com/MrinankSharma/DP-PVI,FALSE,7/10/2019 13:27,7/10/2019 13:27,11/30/2019 18:44,[],9,2,2,0,2,Jupyter Notebook,51125,28,28,12,364,0,0
lich14/CDS,https://github.com/lich14/CDS,FALSE,6/4/2021 1:45,6/4/2021 1:45,6/23/2022 15:38,"['marl', 'reinforcement-learning']",54,1,14,0,1,Python,1376,9,0,1,26,0,0
QUVA-Lab/artemis,https://github.com/QUVA-Lab/artemis,FALSE,4/29/2016 9:58,3/3/2016 10:33,10/2/2018 16:32,[],224,8,32,7,5,Python,2097,143,96,39,922,1,0
HumanCompatibleAI/evaluating-rewards,https://github.com/HumanCompatibleAI/evaluating-rewards,FALSE,8/30/2019 15:56,8/30/2019 14:02,1/3/2021 20:43,[],46,9,5,0,1,Python,611,54,50,4,112,0,0
plai-group/covid,https://github.com/plai-group/covid,FALSE,3/20/2020 23:47,3/20/2020 23:47,4/21/2021 20:08,[],26,7,2,0,5,Python,11412,1,0,3,162,0,0
showlab/EgoVLP,https://github.com/showlab/EgoVLP,FALSE,5/31/2022 7:20,5/31/2022 7:20,10/14/2022 4:14,"['egocentric-vision', 'pretraining', 'pytorch', 'video-language']",111,4,9,0,1,Python,633,8,0,1,29,0,0
TonghanWang/RODE,https://github.com/TonghanWang/RODE,FALSE,10/6/2020 0:35,10/6/2020 0:36,10/6/2020 0:37,[],51,1,17,0,1,Python,127,12,0,1,2,0,0
valeoai/PCAM,https://github.com/valeoai/PCAM,FALSE,7/30/2021 12:21,10/1/2021 17:05,6/8/2022 7:33,[],24,5,5,1,3,Python,974,1,0,1,13,0,0
gereleth/kaggle-telstra,https://github.com/gereleth/kaggle-telstra,FALSE,3/4/2016 11:56,3/4/2016 11:56,10/18/2016 12:57,[],73,4,38,0,2,Jupyter Notebook,3427,5,3,1,17,0,0
Anna146/HiddenAttributeModels,https://github.com/Anna146/HiddenAttributeModels,FALSE,1/29/2019 11:58,1/29/2019 13:45,9/19/2021 18:28,[],14,4,9,0,2,Python,51154,6,1,1,95,0,0
j3soon/dfac,https://github.com/j3soon/dfac,FALSE,6/11/2021 20:35,8/16/2021 9:52,3/14/2022 12:13,"['icml-2021', 'smac', 'starcraft2', 'reinforcement-learning', 'multi-agent-reinforcement-learning']",20,2,2,0,1,Python,1155,1,0,2,7,0,3
YiqinYang/ICQ,https://github.com/YiqinYang/ICQ,FALSE,6/24/2021 4:33,6/24/2021 4:34,10/18/2022 3:27,"['deep-reinforcement-learning', 'deep-rl', 'multi-agent-reinforcement-learning', 'mutli-agent', 'offline', 'pytorch', 'reinforcement-learning']",41,1,8,0,2,Python,1105,8,0,1,69,0,0
shagunsodhani/pregel,https://github.com/shagunsodhani/pregel,FALSE,11/8/2017 20:58,11/8/2017 20:58,12/12/2017 12:54,"['graph-convolutional-network', 'tensorflow']",77,5,10,1,2,Python,5446,15,13,4,67,0,12
oxwhirl/facmac,https://github.com/oxwhirl/facmac,FALSE,10/25/2021 13:25,10/25/2021 13:29,10/25/2021 13:29,[],36,3,14,0,1,Python,75,2,0,1,1,0,0
ruizhaogit/maximum_entropy_population_based_training,https://github.com/ruizhaogit/maximum_entropy_population_based_training,FALSE,3/21/2022 3:09,3/21/2022 3:10,5/23/2022 6:46,[],10,2,1,0,1,Python,40,3,0,1,3,0,0
