Repo,Link,Archived,Creation Date,First Activity Date,Last Activity Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Language,Size,#Issues,#Pull Requests,#Branches,#Commits,#Comments,#Deployments
hate-alert/CounterGEDI,https://github.com/hate-alert/CounterGEDI,FALSE,7/28/2020 6:18,7/28/2020 6:18,7/19/2022 12:49,"['counterspeech', 'classification', 'transformers', 'generation', 'dialog-generation', 'gedi', 'hatespeech', 'social-media']",6,3,0,0,3,Jupyter Notebook,6592,1,0,1,72,0,0
joanaapa/Distillation-DNABERT-Promoter,https://github.com/joanaapa/Distillation-DNABERT-Promoter,FALSE,5/23/2022 13:29,5/23/2022 13:29,11/3/2022 16:18,[],7,1,1,0,1,Python,10609,1,0,1,28,0,0
MacHu-GWU/troposphere_mate-project,https://github.com/MacHu-GWU/troposphere_mate-project,FALSE,7/7/2019 15:09,7/7/2019 15:08,3/14/2020 4:10,[],9,1,2,0,1,Python,981,1,0,1,90,2,0
kowaalczyk/reformer-tts,https://github.com/kowaalczyk/reformer-tts,FALSE,3/12/2020 9:47,3/12/2020 9:47,6/22/2020 17:41,"['text-to-speech', 'reformer', 'transformer', 'machine-learning', 'squeeze-wave', 'tts', 'pytorch', 'python', 'pytorch-lightning']",8,3,0,1,3,Python,278,39,39,8,104,0,0
marcociccone/yapt,https://github.com/marcociccone/yapt,FALSE,10/8/2020 14:22,2/9/2020 11:15,11/23/2020 14:05,"['pytorch', 'deep-learning', 'trainer', 'neptune-ai']",5,2,3,0,2,Python,198,1,1,1,79,0,0
shonenkov/Digital-Peter-Model-Comparisons,https://github.com/shonenkov/Digital-Peter-Model-Comparisons,FALSE,2/22/2021 20:29,2/23/2021 21:54,2/26/2021 12:25,[],7,2,3,0,1,Jupyter Notebook,547,1,1,1,19,0,0
showlab/Region_Learner,https://github.com/showlab/Region_Learner,FALSE,11/21/2021 13:20,11/21/2021 13:20,7/15/2022 11:15,['video-language'],33,4,3,0,1,Python,15398,4,0,1,18,0,0
TUM-DAML/seml,https://github.com/TUM-DAML/seml,FALSE,10/13/2019 22:33,10/13/2019 22:33,11/9/2022 9:25,"['utility', 'slurm', 'slurm-workload-manager', 'experiment-tracking', 'hyperparameter-optimization']",121,6,22,16,12,Python,877,103,52,10,487,19,0
ReML-AI/MGTN,https://github.com/ReML-AI/MGTN,FALSE,3/12/2021 18:27,3/12/2021 18:22,4/24/2021 16:52,[],14,4,2,0,1,Python,2277,3,0,1,3,0,0
catalyst-team/catalyst-rl,https://github.com/catalyst-team/catalyst-rl,FALSE,3/17/2020 9:29,3/17/2020 9:29,9/13/2021 5:59,[],44,4,5,0,1,Python,354,3,0,1,5,0,0
YiLi225/NeptuneBlogs,https://github.com/YiLi225/NeptuneBlogs,FALSE,5/6/2021 17:00,5/6/2021 17:04,3/29/2022 17:09,[],22,3,12,0,1,Python,134,2,0,1,14,0,0
belskikh/kekas,https://github.com/belskikh/kekas,FALSE,8/12/2018 10:34,8/12/2018 10:34,3/9/2021 7:48,"['pytorch', 'deep-learning', 'neural-networks', 'kek']",182,12,19,6,8,Python,589,39,17,5,219,0,0
ai-forever/StackMix-OCR,https://github.com/ai-forever/StackMix-OCR,FALSE,2/12/2021 14:50,2/12/2021 14:53,11/1/2022 8:29,[],19,2,2,0,5,Jupyter Notebook,3576,25,23,23,86,0,0
cvlab-yonsei/DASS,https://github.com/cvlab-yonsei/DASS,FALSE,7/20/2022 1:38,7/20/2022 1:43,7/20/2022 10:45,[],21,3,3,0,1,Python,2085,2,0,1,9,0,0
Atharva-Phatak/torchflare,https://github.com/Atharva-Phatak/torchflare,FALSE,4/16/2021 14:55,4/16/2021 14:55,6/20/2022 21:43,"['deep-learning', 'pytorch', 'python', 'deep-neural-networks', 'image-classification', 'infrastructure', 'natural-language-processing', 'text-classification', 'image-processing', 'image-segmentation', 'kaggle', 'pytorch-model', 'gans', 'generative-adversarial-network', 'machine-learning', 'self-supervised-learning', 'image-classfication']",85,2,9,6,8,Python,18960,405,391,13,298,0,106
edgeai-neptune/neptune,https://github.com/edgeai-neptune/neptune,FALSE,1/4/2021 3:26,1/4/2021 3:26,1/28/2021 12:05,[],15,2,6,0,5,Go,10614,55,45,2,74,0,0
SeongjuLee/DCENet-PyTorch,https://github.com/SeongjuLee/DCENet-PyTorch,FALSE,2/5/2021 6:46,2/5/2021 6:46,6/5/2021 17:33,[],10,1,1,0,2,Python,13546,2,0,1,10,0,0
liangjiandeng/DLPan-Toolbox,https://github.com/liangjiandeng/DLPan-Toolbox,FALSE,7/1/2022 12:45,7/1/2022 12:45,11/8/2022 14:16,[],62,2,8,0,2,Python,85608,7,0,1,172,0,0
wukevin/tcr-bert,https://github.com/wukevin/tcr-bert,FALSE,11/12/2021 18:02,11/12/2021 18:02,5/4/2022 23:33,"['bert', 'machine-learning', 'tcr']",15,1,3,0,2,Jupyter Notebook,378234,4,1,1,145,0,0
phamdinhkhanh/general_ocr,https://github.com/phamdinhkhanh/general_ocr,FALSE,10/13/2021 7:23,10/13/2021 8:18,10/19/2021 9:09,[],57,1,13,1,2,Python,39148,7,0,1,9,0,0
jfzhuang/IFR,https://github.com/jfzhuang/IFR,FALSE,11/22/2021 7:53,11/22/2021 7:53,7/22/2022 14:28,"['cvpr2022', 'semantic-segmentation', 'semi-supervised-learning', 'semi-supervised-segmentation']",17,2,2,0,1,Python,20650,4,1,1,16,0,0
garyd203/flying-circus,https://github.com/garyd203/flying-circus,FALSE,9/12/2017 10:53,9/12/2017 10:53,10/31/2020 11:58,"['aws-stacks', 'cloudformation', 'python', 'dsl', 'yaml', 'infrastructure-as-code', 'flying-circus', 'hacktoberfest']",6,4,2,0,2,Python,1040,245,146,8,494,0,0
huggingface/accelerate,https://github.com/huggingface/accelerate,FALSE,10/30/2020 13:27,10/30/2020 13:27,11/16/2022 21:12,[],3226,62,261,21,71,Python,1924,863,452,20,575,3,0
Tihi777/solar-system-react,https://github.com/Tihi777/solar-system-react,FALSE,11/21/2020 6:45,11/21/2020 6:52,12/14/2020 6:59,"['react', 'threejs', 'three-js', 'three', 'threejs-example', 'react-three-fiber', 'drei', 'solar-system', 'solar', 'solarsystem', 'space']",6,1,1,0,1,JavaScript,72672,14,14,1,15,0,0
subgoal-search/subgoal-search,https://github.com/subgoal-search/subgoal-search,FALSE,5/28/2021 12:02,6/4/2021 20:41,1/31/2022 12:15,[],15,1,3,0,3,Python,24381,2,1,2,7,0,0
Deep-Spark/deepsparkhub,https://github.com/Deep-Spark/deepsparkhub,FALSE,9/8/2022 9:07,9/30/2022 7:06,11/16/2022 5:48,[],16,4,4,0,4,Python,55477,1,1,1,24,0,0
openclimatefix/nowcasting_dataset,https://github.com/openclimatefix/nowcasting_dataset,FALSE,6/10/2021 9:41,6/10/2021 9:41,11/15/2022 9:47,['nowcasting'],16,3,6,290,10,Jupyter Notebook,430784,710,305,14,2355,10,0
PradeepNalluri/Prefix-Tuning-Bert,https://github.com/PradeepNalluri/Prefix-Tuning-Bert,FALSE,11/3/2021 22:19,11/11/2021 7:24,6/28/2022 3:16,[],10,2,1,0,3,Python,13316,2,0,2,34,0,0
skorch-dev/skorch,https://github.com/skorch-dev/skorch,FALSE,7/18/2017 0:13,7/18/2017 16:06,11/17/2022 13:15,"['scikit-learn', 'pytorch', 'machine-learning', 'hacktoberfest']",4812,79,325,11,48,Jupyter Notebook,9064,912,461,28,1021,4,0
gmum/metstab-shap,https://github.com/gmum/metstab-shap,FALSE,4/30/2021 19:39,4/30/2021 19:39,10/8/2021 15:19,[],6,6,8,0,1,Python,477,1,1,1,6,0,0
influxdata/ui,https://github.com/influxdata/ui,FALSE,7/14/2020 15:26,8/24/2016 23:28,11/17/2022 2:12,[],66,41,33,10,136,TypeScript,59260,6276,3183,354,28699,5,0
Otanikotani/tf-vs-cdk,https://github.com/Otanikotani/tf-vs-cdk,FALSE,9/21/2020 23:43,9/21/2020 23:52,10/23/2020 13:27,[],21,2,3,0,1,TypeScript,2578,1,0,1,2,0,0
sorrowyn/MGTN,https://github.com/sorrowyn/MGTN,FALSE,2/21/2021 13:49,2/18/2021 11:46,9/4/2021 14:28,"['multi-label-image', 'graph-transformer', 'aaai', 'transformer']",17,0,1,0,2,Python,2248,1,0,1,27,0,0
Lynda-Starkus/DeepvisionAI_Backend,https://github.com/Lynda-Starkus/DeepvisionAI_Backend,FALSE,9/15/2021 16:51,9/15/2021 17:04,12/21/2021 1:01,"['deeplearning', 'computer-vision', 'autoencoder', 'abnormal-behavior-detection', 'abnormal-events', 'abnormal-crowd-activity', 'tensorflow', 'pytorch', 'yolov5', 'tracking', 'background-subtraction']",10,1,3,0,1,Python,86176,2,0,2,16,0,0
neptune-ai/neptune-lib,https://github.com/neptune-ai/neptune-lib,FALSE,1/8/2019 13:32,1/8/2019 12:32,7/19/2019 15:48,"['neptune', 'neptune-platform', 'extension', 'extensibility', 'machine-learning', 'deep-learning', 'data-science', 'python', 'python3', 'api', 'api-client', 'experiment', 'artificial-intelligence', 'comparison-tool', 'python27']",5,11,2,3,3,Python,110,31,19,4,46,0,0
SeuTao/TGS-Salt-Identification,https://github.com/SeuTao/TGS-Salt-Identification,FALSE,10/21/2018 2:37,10/21/2018 2:37,11/3/2021 16:04,"['kaggle', 'pseudo-labeling', 'pytorch']",340,15,89,0,2,Python,963,11,3,1,25,0,0
openclimatefix/predict_pv_yield,https://github.com/openclimatefix/predict_pv_yield,FALSE,9/30/2020 16:46,9/30/2020 16:47,4/7/2022 10:59,['nowcasting'],44,5,5,0,3,Jupyter Notebook,42847,96,22,12,379,0,0
drivendataorg/open-cities-ai-challenge,https://github.com/drivendataorg/open-cities-ai-challenge,FALSE,4/20/2020 20:43,4/20/2020 20:43,5/11/2020 18:30,[],99,6,22,0,1,Jupyter Notebook,5093,7,6,1,12,0,0
khoadoan106/single_loss_quantization,https://github.com/khoadoan106/single_loss_quantization,FALSE,6/1/2022 13:15,6/1/2022 13:15,7/12/2022 2:37,[],12,1,1,0,1,Python,15789,3,2,2,8,0,0
jianzfb/antgo,https://github.com/jianzfb/antgo,FALSE,8/10/2017 13:48,8/10/2017 13:49,11/15/2022 12:36,"['machinelearning', 'evaluation', 'challenge', 'train', 'mltalker']",12,5,6,1,1,Python,9817,3,2,4,428,0,0
kozodoi/website,https://github.com/kozodoi/website,FALSE,5/10/2020 20:32,5/10/2020 20:33,11/2/2022 8:04,"['blog', 'fastpages', 'github-pages', 'website', 'portfolio', 'kaggle']",12,1,8,0,2,Jupyter Notebook,124042,24,16,4,655,0,469
aws/graph-notebook,https://github.com/aws/graph-notebook,FALSE,10/1/2020 23:22,10/1/2020 23:22,11/8/2022 1:10,"['graph', 'gremlin', 'jupyter', 'jupyter-widgets', 'sparql', 'neptune', 'opencypher', 'cypher', 'rdf', 'apache', 'tinkerpop', 'jupyter-notebook']",491,33,111,32,22,Jupyter Notebook,19669,396,258,13,307,0,0
AlessioGalluccio/FastFlow,https://github.com/AlessioGalluccio/FastFlow,FALSE,11/28/2021 16:49,11/30/2021 2:01,2/10/2022 16:09,[],37,3,14,0,1,Python,197,16,1,2,31,0,0
RadionBik/ML-based-network-traffic-classifier,https://github.com/RadionBik/ML-based-network-traffic-classifier,FALSE,2/6/2018 18:00,2/6/2018 18:14,7/16/2022 17:56,[],38,4,6,0,2,Python,4281,20,19,13,87,0,0
TheIncredibleHouk/MushroomMayhem,https://github.com/TheIncredibleHouk/MushroomMayhem,FALSE,4/8/2015 1:23,7/15/2012 13:08,11/12/2022 15:15,[],5,3,1,0,1,Assembly,39054,84,27,20,554,0,0
imfht/flaskapps,https://github.com/imfht/flaskapps,FALSE,1/31/2021 9:23,2/2/2021 3:05,2/2/2021 3:05,[],9,2,5,0,1,,440984,2,1,2,1,0,0
eldar/snes,https://github.com/eldar/snes,FALSE,7/18/2022 13:43,7/18/2022 13:44,8/15/2022 14:41,[],51,6,5,0,2,Jupyter Notebook,3212,1,0,1,5,0,0
dhuynh95/fast_neptune,https://github.com/dhuynh95/fast_neptune,FALSE,1/23/2020 9:44,1/23/2020 9:44,1/28/2020 14:36,[],6,2,3,0,1,Jupyter Notebook,1587,9,9,4,20,0,12
rjsears/GardenPi,https://github.com/rjsears/GardenPi,FALSE,8/1/2020 1:19,8/1/2020 1:19,8/10/2021 0:15,"['python3', 'flask', 'irrigation-controller', 'raspberry-pi-4', 'css', 'aquaponics', 'hydroponics']",236,26,33,0,2,JavaScript,24278,10,2,1,266,0,42
neptune-ai/examples,https://github.com/neptune-ai/examples,FALSE,2/19/2021 11:23,2/19/2021 11:23,11/14/2022 13:17,"['mlops', 'pytorch', 'tensorflow', 'keras', 'optuna', 'fastai', 'lightgbm', 'xgboost', 'kedro', 'sacred', 'pandas', 'visualization', 'dashboard', 'ml', 'compare', 'pipelines', 'ci', 'cd', 'metadata', 'store']",25,10,13,0,11,Jupyter Notebook,15821,143,141,4,390,0,0
Fkaneko/kaggle_Google_Smartphone_Decimeter_Challenge,https://github.com/Fkaneko/kaggle_Google_Smartphone_Decimeter_Challenge,FALSE,8/6/2021 12:17,8/6/2021 12:17,5/6/2022 1:47,"['kaggle', 'convolutional-neural-networks', 'computer-vision', 'short-time-fourier-transform', 'gnss']",12,1,10,0,1,Python,5086,2,1,2,12,0,0
