Repo,Link,Archived,Creation Date,First Activity Date,Last Activity Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Language,Size,#Issues,#Pull Requests,#Branches,#Commits,#Comments,#Deployments
activeloopai/deeplake,https://github.com/activeloopai/deeplake,False,2019-08-09 06:17:59,2019-08-09 06:18:49,2022-11-15 14:49:44,"['datasets', 'deep-learning', 'machine-learning', 'data-science', 'pytorch', 'tensorflow', 'data-version-control', 'python', 'ai', 'ml', 'mlops', 'computer-vision', 'cv', 'data-processing', 'image-processing', 'data-centric', 'jupyter-notebook', 'datalake', 'lakehouse']",5012,63,406,71,89,Python,61015,1980,1586,90,6487,5,48
activeloopai/examples,https://github.com/activeloopai/examples,False,2021-09-22 22:09:56,2021-09-22 22:09:57,2022-10-07 21:37:55,[],11,3,8,0,8,Jupyter Notebook,10548,20,19,13,113,0,0
