Repo,Link,Archived,Creation Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Language,Size,#Open Issues,#Pull Requests,#Branches,#Tags,#Commits,#Comments,#Downloads,#Deployments
malllabiisc/SGCP,https://github.com/malllabiisc/SGCP,False,2020-03-09 04:05:51,"['paper', 'paraphrase-generation', 'syntactic-generation', 'natural-language-generation']",67,6,8,0,4,Python,404,4,4,5,0,22,0,0,0
prodramp/publiccode,https://github.com/prodramp/publiccode,False,2021-12-08 17:51:27,[],28,2,35,0,2,Jupyter Notebook,101645,0,0,1,0,207,0,0,0
jemisjoky/umps_code,https://github.com/jemisjoky/umps_code,False,2020-07-02 15:47:32,[],12,2,2,0,1,Python,5497,0,0,1,0,1,0,0,0
IGNF/myria3d,https://github.com/IGNF/myria3d,False,2022-01-10 09:50:28,"['pytorch', 'deep-learning', 'semantic-segmentation', 'randla-net', 'pointnet', 'lidar-point-cloud', 'geodata']",51,5,4,12,3,Python,43294,1,1,12,18,788,8,0,65
microsoft/DeepSpeedExamples,https://github.com/microsoft/DeepSpeedExamples,False,2020-01-29 21:27:22,[],411,23,168,0,24,Python,9121,79,23,103,1,98,1,0,0
bharatc9530/Machine-Learning,https://github.com/bharatc9530/Machine-Learning,False,2020-06-29 13:50:10,"['machine-learning', 'machine-learning-algorithms', 'deep-neural-networks', 'data-science', 'artificial-intelligence', 'artificial-neural-networks', 'datapreprocessing', 'model-deployment', 'embeddings', 'flask-api']",6,1,27,0,1,Jupyter Notebook,57390,4,4,5,0,9,0,0,0
XiangLi1999/PrefixTuning,https://github.com/XiangLi1999/PrefixTuning,False,2021-01-21 19:59:56,[],498,7,103,0,1,Python,20637,26,1,2,0,13,0,0,0
thanhhau097/mlpipeline,https://github.com/thanhhau097/mlpipeline,False,2021-07-31 15:30:04,[],39,2,8,0,2,Python,3091,1,0,2,0,31,0,0,32
morningmoni/CiteSum,https://github.com/morningmoni/CiteSum,False,2022-05-09 20:53:44,"['text-summarization', 'citation-text-generation', 'scientific-summarization', 'extreme-summarization']",21,1,0,0,1,Python,2596,0,0,1,0,8,0,0,0
HKUNLP/icl-selective-annotation,https://github.com/HKUNLP/icl-selective-annotation,False,2022-09-04 03:57:23,"['active-learning', 'language-model', 'nlp', 'sample-selection', 'in-context-learning', 'natural-language-processing']",45,7,7,0,3,Python,34027,0,0,1,0,10,0,0,0
zhouhaoyi/TripletAttention,https://github.com/zhouhaoyi/TripletAttention,False,2021-06-06 08:22:35,[],13,2,3,0,2,Python,1380,0,0,1,0,10,0,0,0
MoeinSorkhei/glow2,https://github.com/MoeinSorkhei/glow2,False,2020-01-27 11:51:07,[],22,4,1,0,1,Python,34796,0,0,3,0,101,0,0,0
OhadRubin/EPR,https://github.com/OhadRubin/EPR,False,2022-05-08 05:01:51,[],12,15,0,0,1,Python,1364,5,0,1,0,4,0,0,0
mosaicml/composer,https://github.com/mosaicml/composer,False,2021-10-12 02:38:28,"['deep-learning', 'pytorch', 'neural-networks', 'ml-systems', 'ml-efficiency', 'ml-training', 'machine-learning', 'neural-network']",2655,21,162,15,53,Python,8085,61,12,12,27,1266,11,0,89
dropreg/R-Drop,https://github.com/dropreg/R-Drop,False,2021-05-28 14:58:09,[],735,5,105,0,3,Python,5674,1,0,1,0,22,0,0,0
phosseini/causal-reasoning,https://github.com/phosseini/causal-reasoning,False,2021-07-27 20:09:14,"['nlp', 'natural-language-processing', 'commonsense-reasoning', 'knowledge-graph', 'causal-reasoning', 'causal-relations']",8,1,1,0,2,Python,846,0,0,1,0,115,0,0,0
timchen0618/pytorch-leo,https://github.com/timchen0618/pytorch-leo,False,2020-04-29 03:53:47,"['meta-learning', 'machine-learning', 'pytorch-implementation', 'python3', 'leo']",40,2,9,0,1,Python,48,0,0,1,0,51,0,0,0
yassineAlouini/airbus_ship_detection,https://github.com/yassineAlouini/airbus_ship_detection,False,2018-08-25 16:09:35,"['cnn', 'unet', 'kaggle', 'machine-learning', 'deep-learning']",14,3,6,0,1,Python,40,0,0,1,0,23,0,0,0
TmacMai/CoMPILE_Inductive_Knowledge_Graph,https://github.com/TmacMai/CoMPILE_Inductive_Knowledge_Graph,False,2020-12-07 16:36:15,[],20,2,3,0,1,Python,25873,2,0,1,0,17,0,0,0
cpnota/autonomous-learning-library,https://github.com/cpnota/autonomous-learning-library,False,2018-11-07 21:39:56,"['reinforcement-learning', 'reinforcement-learning-algorithms', 'deep-reinforcement-learning', 'soft-actor-critic', 'proximal-policy-optimization', 'deep-q-learning', 'advantage-actor-critic', 'deep-deterministic-policy-gradient', 'sac', 'a2c', 'ddpg', 'ppo', 'dqn', 'dqn-pytorch']",572,23,64,22,9,Python,5905,27,1,11,23,271,0,0,3
NadeemWard/pytorch_simple_policy_gradients,https://github.com/NadeemWard/pytorch_simple_policy_gradients,False,2019-07-19 15:55:19,[],9,0,1,0,1,Python,261,0,0,1,0,25,0,0,0
terbed/Deep-rPPG,https://github.com/terbed/Deep-rPPG,False,2020-03-02 14:06:21,[],131,0,33,0,1,Python,8933,1,0,2,0,177,0,0,0
davidbuterez/dna-hyb-deep-learning,https://github.com/davidbuterez/dna-hyb-deep-learning,False,2021-02-19 10:09:14,[],4,1,2,0,1,Jupyter Notebook,407486,0,0,1,0,7,0,0,0
wronnyhuang/metapoison,https://github.com/wronnyhuang/metapoison,False,2020-04-01 19:21:47,[],36,4,7,0,2,Python,1332,0,0,1,0,27,0,0,0
rosewang2008/language_modeling_via_stochastic_processes,https://github.com/rosewang2008/language_modeling_via_stochastic_processes,False,2022-01-29 16:28:28,"['language', 'language-model', 'stochastic-processes', 'contrastive-learning']",111,6,9,0,2,Python,63968,4,0,1,0,14,0,0,0
VVRud/u-segnet,https://github.com/VVRud/u-segnet,False,2018-09-26 15:20:58,[],9,3,2,0,0,Python,119,0,0,1,0,7,0,0,0
BlackyYen/Speech_Recognition-PyTorch,https://github.com/BlackyYen/Speech_Recognition-PyTorch,False,2021-01-04 08:02:53,[],14,1,4,0,2,Python,1303,1,0,1,0,47,0,0,0
fla-sil/PyTorrent,https://github.com/fla-sil/PyTorrent,False,2021-01-10 20:30:30,[],27,2,20,0,4,,844788,0,0,1,0,54,0,0,0
PoLabs/Crypto-Dashboard,https://github.com/PoLabs/Crypto-Dashboard,False,2018-08-14 17:15:19,[],5,1,1,0,1,Jupyter Notebook,397,3,0,2,0,81,0,0,0
cognitiveailab/darmok,https://github.com/cognitiveailab/darmok,False,2021-07-14 15:55:05,[],11,1,1,0,1,Python,15185,1,1,1,0,29,0,0,0
UKPLab/StructAdapt,https://github.com/UKPLab/StructAdapt,False,2021-09-02 09:42:46,[],18,14,5,0,1,Python,1211,3,0,1,0,15,0,0,0
gmpoli/electramed,https://github.com/gmpoli/electramed,False,2021-04-12 18:52:29,[],12,1,4,0,1,Python,6704,1,1,1,0,6,0,0,0
AroMorin/DNNOP,https://github.com/AroMorin/DNNOP,False,2019-07-12 18:26:49,"['optimization-algorithms', 'algorithms', 'deep-learning', 'deep-neural-networks', 'robotics', 'computer-vision', 'artificial-intelligence', 'artificial-neural-networks', 'gradient-free-optimization', 'neuroevolution', 'gradient-based', 'gradient-descent', 'nao-robot', 'openai-gym', 'reinforcement-learning']",7,3,1,0,1,Python,95382,0,0,2,1,266,0,0,0
HuipengXu/wbdc2021_semifinal,https://github.com/HuipengXu/wbdc2021_semifinal,False,2021-08-13 10:21:02,[],25,1,3,0,1,Python,167,0,0,1,0,4,0,0,0
etzinis/biased_separation,https://github.com/etzinis/biased_separation,False,2020-10-22 03:05:59,[],12,4,2,0,2,Python,133,0,0,2,0,60,0,0,0
giannisdaras/sgilo,https://github.com/giannisdaras/sgilo,False,2022-06-16 07:19:57,[],7,1,0,0,1,Python,11833,0,0,1,0,23,0,0,0
kundajelab/bpnet,https://github.com/kundajelab/bpnet,False,2019-07-26 23:10:04,[],112,11,24,0,4,Jupyter Notebook,4288,15,0,4,16,135,0,0,0
kundajelab/bpnet-manuscript,https://github.com/kundajelab/bpnet-manuscript,False,2019-07-26 11:27:00,[],9,2,3,1,2,Jupyter Notebook,179508,2,0,1,1,43,0,0,0
uclasystem/bamboo,https://github.com/uclasystem/bamboo,False,2022-07-28 02:04:53,[],16,1,2,0,5,Python,25607,1,0,1,0,350,0,0,0
wutong8023/CoLL,https://github.com/wutong8023/CoLL,False,2021-07-31 04:08:42,[],8,1,1,0,1,Python,8333,0,0,1,0,63,0,0,61
sergiotasconmorales/consistency_vqa,https://github.com/sergiotasconmorales/consistency_vqa,False,2022-06-23 14:06:23,[],7,2,2,0,1,Python,1088,0,0,5,0,21,0,0,0
RayWilliam46/FineTune-DistilBERT,https://github.com/RayWilliam46/FineTune-DistilBERT,False,2021-01-15 22:53:39,[],19,1,8,0,1,Jupyter Notebook,77633,1,0,1,0,56,0,0,0
WANGXinyiLinda/CMLE,https://github.com/WANGXinyiLinda/CMLE,False,2021-06-06 19:10:45,[],9,1,1,0,0,Python,2272,1,1,1,0,2,0,0,0
th2l/Eye_VR_Segmentation,https://github.com/th2l/Eye_VR_Segmentation,False,2019-09-16 07:43:40,"['openeds', 'eye-tracking', 'eye-segmentation', 'mobilenet-v2', 'segmentation', 'pytorch', 'openeds-challenge', 'vr']",41,4,10,0,1,Python,1547,3,0,2,0,31,0,0,9
shivram1987/ActivationFunctions,https://github.com/shivram1987/ActivationFunctions,False,2021-02-14 15:32:33,[],24,3,9,0,2,Jupyter Notebook,5474,0,0,1,0,13,0,0,0
shmulvad/zero-for-ner,https://github.com/shmulvad/zero-for-ner,False,2021-03-21 05:01:32,[],11,3,1,0,3,Jupyter Notebook,69964,1,0,3,0,47,1,0,0
kkteru/grail,https://github.com/kkteru/grail,False,2020-06-16 03:51:16,"['graph-neural-networks', 'knowledge-graphs', 'logical-reasoning', 'graph-representation-learning', 'heterogeneous-graph', 'heterogeneous-graph-neural-network', 'inductive-learning']",142,4,38,0,1,Python,14134,5,1,1,0,3,0,0,0
ethanjperez/rda,https://github.com/ethanjperez/rda,False,2021-02-25 23:56:37,[],32,1,0,0,1,Python,49420,0,0,1,0,36,0,0,0
NECOTIS/PCRITICAL,https://github.com/NECOTIS/PCRITICAL,False,2020-08-25 23:27:21,[],5,8,3,0,1,Python,252,0,0,1,0,12,0,0,0
shengliu66/SOP,https://github.com/shengliu66/SOP,False,2022-02-21 21:43:48,[],36,2,0,0,1,Python,96,0,0,1,0,24,0,0,0
SapienzaNLP/consec,https://github.com/SapienzaNLP/consec,False,2021-10-27 07:36:18,[],31,5,0,0,2,Python,216,2,0,1,0,14,0,0,0
Kangningthu/ADELE,https://github.com/Kangningthu/ADELE,False,2021-10-05 15:10:24,"['computer-vision', 'deep-learning', 'machine-learning', 'noisy-labels', 'segmentation', 'weakly-supervised-segmentation']",46,2,9,0,1,Python,88,3,0,1,0,4,0,0,0
Rowing0914/TF2_RL,https://github.com/Rowing0914/TF2_RL,False,2020-01-12 23:53:48,[],8,2,1,0,2,Python,5710,7,7,8,0,12,0,0,0
CuongNN218/zalo_ltr_2021,https://github.com/CuongNN218/zalo_ltr_2021,False,2021-12-11 01:15:41,[],127,2,45,0,2,Python,10720,1,0,2,0,24,0,0,0
yikeqicn/DeepErase,https://github.com/yikeqicn/DeepErase,False,2019-07-28 18:55:06,[],54,8,17,0,1,Jupyter Notebook,8022,1,0,1,0,26,0,0,0
joeybose/FloRL,https://github.com/joeybose/FloRL,False,2019-03-17 16:30:11,[],50,4,6,0,4,Python,21713,2,0,4,0,103,0,0,0
Baukebrenninkmeijer/On-the-Generation-and-Evaluation-of-Synthetic-Tabular-Data-using-GANs,https://github.com/Baukebrenninkmeijer/On-the-Generation-and-Evaluation-of-Synthetic-Tabular-Data-using-GANs,False,2019-03-19 12:38:30,"['synthetic-data', 'synthetic-dataset-generation', 'gan', 'generative-adversarial-networks', 'tabular-data', 'data-synthesis', 'data-evaluation']",29,3,3,0,1,Jupyter Notebook,48789,0,0,1,0,12,0,0,0
imirzadeh/CL-LinearModeConnectivity,https://github.com/imirzadeh/CL-LinearModeConnectivity,False,2020-08-04 01:25:55,[],5,1,0,0,1,Python,251,1,0,1,0,173,0,0,0
felixkreuk/HideAndSpeak,https://github.com/felixkreuk/HideAndSpeak,False,2020-08-06 08:52:05,[],20,1,4,0,1,Python,27,1,0,1,0,6,0,0,0
xyj77/Multi-scale-ResNet,https://github.com/xyj77/Multi-scale-ResNet,False,2019-05-19 10:00:31,"['pytorch', 'resnet', 'spp', 'mp-mri', 'data-fusion', 'transfer-learning', 'mnist', 'cifar10']",5,1,1,0,1,Python,12337,0,0,1,0,3,0,0,0
fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,False,2020-05-09 15:25:47,"['pandas-dataframe', 'eda', 'pandas', 'data-exploration', 'data-analysis', 'data-science', 'data-visualization', 'machine-learning', 'data-profiling', 'exploratory-data-analysis', 'statistics', 'exploration', 'python']",2227,49,218,6,5,Python,16791,33,4,1,6,103,0,0,0
facebookresearch/UNLU,https://github.com/facebookresearch/UNLU,False,2021-05-10 03:58:00,[],32,9,3,0,1,Python,3525,0,0,1,0,2,0,0,0
Atharva-Phatak/torchflare,https://github.com/Atharva-Phatak/torchflare,False,2021-04-16 14:55:28,"['deep-learning', 'pytorch', 'python', 'deep-neural-networks', 'image-classification', 'infrastructure', 'natural-language-processing', 'text-classification', 'image-processing', 'image-segmentation', 'kaggle', 'pytorch-model', 'gans', 'generative-adversarial-network', 'machine-learning', 'self-supervised-learning', 'image-classfication']",85,2,9,6,8,Python,18960,13,12,13,8,298,0,0,106
jizhishutong/YOLOU,https://github.com/jizhishutong/YOLOU,False,2022-07-25 14:14:06,"['yolo', 'ncnn', 'openvino', 'tensorrt', 'tengine', 'yolov5', 'yolov6', 'yoloe']",616,13,112,0,3,Jupyter Notebook,335729,36,1,6,0,46,0,0,0
linklab-uva/deepracing,https://github.com/linklab-uva/deepracing,False,2018-03-11 22:35:22,[],14,3,3,3,4,Python,120629,1,0,2,3,2498,0,0,0
KunalMGupta/NeuralMeshFlow,https://github.com/KunalMGupta/NeuralMeshFlow,False,2020-09-17 17:49:16,[],67,3,8,0,2,Python,123879,3,0,2,0,54,0,0,0
Erlemar/pytorch_tempest,https://github.com/Erlemar/pytorch_tempest,False,2020-08-30 10:46:59,"['pytorch-lightning', 'hydra', 'deep-learning', 'training-pipeline', 'hacktoberfest']",155,9,17,0,3,Python,119464,5,0,2,0,162,0,0,0
chitwansaharia/HACAModel,https://github.com/chitwansaharia/HACAModel,False,2018-10-01 13:31:47,[],25,4,5,0,1,Python,87555,2,0,1,0,11,0,0,0
tudor-berariu/lifelong-learning,https://github.com/tudor-berariu/lifelong-learning,False,2018-04-07 13:12:37,[],5,2,0,0,3,Python,476,0,0,1,0,244,0,0,0
prajdabre/yanmtt,https://github.com/prajdabre/yanmtt,False,2021-06-08 12:13:23,[],113,4,19,2,2,Python,47004,22,0,4,2,199,0,0,0
neuroailab/LocalAggregation-Pytorch,https://github.com/neuroailab/LocalAggregation-Pytorch,False,2019-10-30 00:37:06,[],80,8,15,0,2,Python,30,6,0,1,0,9,0,0,0
wronnyhuang/gen-viz,https://github.com/wronnyhuang/gen-viz,False,2019-05-30 16:41:28,[],53,7,6,0,5,Python,88,0,0,1,0,40,0,0,0
aakashrkaku/intermdiate_layer_matter_ssl,https://github.com/aakashrkaku/intermdiate_layer_matter_ssl,False,2021-07-19 18:00:18,[],35,2,6,0,1,Python,2033,0,0,1,0,39,0,0,0
castorini/berxit,https://github.com/castorini/berxit,False,2021-01-18 22:26:11,[],14,4,2,0,171,Python,6119,0,0,1,0,2312,0,0,0
thunlp/BkdAtk-LWS,https://github.com/thunlp/BkdAtk-LWS,False,2021-05-29 13:36:12,"['backdoor-attacks', 'nlp', 'nlproc']",11,7,4,0,2,Python,361078,0,0,1,0,4,0,0,0
sedab/PathCNN,https://github.com/sedab/PathCNN,False,2019-05-04 20:41:35,[],11,3,8,0,1,Jupyter Notebook,598209,0,0,3,0,107,0,0,0
mertalbaba/SyNet,https://github.com/mertalbaba/SyNet,False,2020-06-10 00:14:34,"['computer-vision', 'object-detection']",5,1,4,0,1,Python,7526,2,0,1,0,20,0,0,0
JeremySun1224/CCFBDCI2020,https://github.com/JeremySun1224/CCFBDCI2020,False,2020-12-07 14:14:16,[],32,2,10,0,1,Python,62975,1,0,1,0,24,0,0,0
bradyneal/realcause,https://github.com/bradyneal/realcause,False,2020-02-29 18:28:35,[],43,2,2,0,3,Python,79553,2,0,1,0,369,0,0,0
cc-ai/floods-gans,https://github.com/cc-ai/floods-gans,False,2019-03-11 20:46:00,[],7,12,4,0,7,Jupyter Notebook,9587,5,2,5,0,142,1,0,0
miradel51/Self_Supervised_CWS,https://github.com/miradel51/Self_Supervised_CWS,False,2021-09-09 13:26:45,[],9,3,2,0,3,Python,76229,2,0,1,0,50,0,0,0
UKPLab/MetaQA,https://github.com/UKPLab/MetaQA,False,2021-12-06 08:27:58,"['question-answering', 'multi-skill-training']",9,5,1,0,1,Python,459,0,0,2,0,2,0,0,0
dpribula/Diploma,https://github.com/dpribula/Diploma,False,2018-02-19 18:32:36,[],5,3,2,0,1,Jupyter Notebook,11609,1,0,1,0,35,0,0,0
Allen0307/AdapterBias,https://github.com/Allen0307/AdapterBias,False,2022-04-28 11:24:58,"['adapter', 'parameter-efficient-tuning', 'transformers', 'nlp']",16,2,0,0,2,Python,4672,0,0,1,0,12,0,0,0
IntelLabs/Model-Compression-Research-Package,https://github.com/IntelLabs/Model-Compression-Research-Package,False,2021-09-01 15:26:12,[],89,10,18,1,4,Python,126,1,1,3,1,13,0,0,0
UKPLab/adaptable-adapters,https://github.com/UKPLab/adaptable-adapters,False,2022-05-02 16:51:46,[],10,4,2,0,3,Python,9166,0,0,1,0,10,0,0,0
gradsflow/gradsflow,https://github.com/gradsflow/gradsflow,False,2021-08-11 17:37:54,"['automl', 'pytorch', 'autoai', 'deeplearning', 'artificial-intelligence', 'python', 'machine-learning']",288,8,34,16,9,Python,3991,1,1,16,30,186,0,0,0
IvLabs/stagewise-knowledge-distillation,https://github.com/IvLabs/stagewise-knowledge-distillation,False,2019-08-09 13:14:51,"['knowledge-distillation', 'fastai', 'arxiv', 'deeplearning', 'unet', 'classification', 'segmentation', 'pytorch']",110,6,7,0,4,Jupyter Notebook,136996,0,0,1,0,152,0,0,0
princeton-nlp/MultilingualAnalysis,https://github.com/princeton-nlp/MultilingualAnalysis,False,2020-12-21 17:58:13,"['multilingual', 'transformers', 'multilingual-bert', 'zero-shot', 'cross-lingual']",9,1,0,0,1,Python,50247,0,0,1,0,145,0,0,0
tkm2261/kaggle_petfinder,https://github.com/tkm2261/kaggle_petfinder,False,2021-12-09 23:27:55,[],9,2,1,0,0,Jupyter Notebook,3574,0,0,1,0,1,0,0,0
Octavian-ai/genetic-curriculum,https://github.com/Octavian-ai/genetic-curriculum,False,2018-04-26 13:22:23,"['population-based-training', 'genetic-algorithm', 'gnc', 'neural-turing-machines']",5,1,1,0,1,Python,200,0,0,4,0,114,0,0,0
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,False,2018-12-27 23:58:12,"['deep-learning', 'deeplearning', 'deep', 'learning', 'machine-learning', 'machinelearning', 'machine', 'natural-language-processing', 'natural-language', 'computer-vision', 'data-centric', 'data-science', 'python', 'pytorch', 'neural-network', 'ml', 'datascience']",8575,183,1012,27,122,Python,28589,234,40,111,36,3026,56,0,465
ivanmontero/autobot,https://github.com/ivanmontero/autobot,False,2021-08-31 03:54:58,[],12,5,3,0,1,Python,12610,1,0,1,0,3,0,0,0
saturncloud/examples,https://github.com/saturncloud/examples,False,2020-08-12 20:02:03,"['saturn-cloud', 'data-science', 'machine-learning', 'python']",13,6,8,0,12,Python,105596,2,2,53,1,965,0,0,0
LevinRoman/parameter-space-saliency,https://github.com/LevinRoman/parameter-space-saliency,False,2021-07-25 05:15:32,[],17,2,0,0,1,Python,5208,0,0,2,0,22,0,0,0
allenai/aspire,https://github.com/allenai/aspire,False,2021-11-16 04:17:42,"['document-similarity', 'information-retrieval', 'machine-learning', 'natural-language-processing']",34,5,2,0,1,Python,236,2,0,1,0,38,0,0,0
vuhoangminh/vqa_medical,https://github.com/vuhoangminh/vqa_medical,False,2018-05-26 11:29:21,[],6,2,2,0,1,Python,17144,3,1,3,0,244,0,0,0
comet-ml/comet-examples,https://github.com/comet-ml/comet-examples,False,2018-11-21 18:00:34,"['machine-learning', 'comet-ml', 'python', 'deep-learning', 'deep-learning-algorithms', 'deep-learning-python', 'machine-learning-platform', 'deep-learning-libraries']",102,9,51,0,13,Jupyter Notebook,7807,5,4,16,0,303,3,0,0
wwydmanski/RLinWiFi,https://github.com/wwydmanski/RLinWiFi,False,2019-02-15 11:30:27,"['ns3', 'reinforcement-learning', 'wifi']",11,3,13,0,3,Python,1686,3,2,5,0,156,0,0,0
salesforce/genhance,https://github.com/salesforce/genhance,False,2021-06-22 23:05:45,[],19,5,11,0,2,Jupyter Notebook,4818,1,0,1,0,11,0,0,0
coursat-ai/MultiCheXNet,https://github.com/coursat-ai/MultiCheXNet,False,2020-06-04 10:56:48,[],13,4,3,0,6,Jupyter Notebook,11579,9,0,4,0,288,0,0,0
AutoTemp/fairseq-to-huggingface,https://github.com/AutoTemp/fairseq-to-huggingface,False,2021-06-15 07:12:38,[],7,1,0,0,1,Python,5801,0,0,1,0,5,0,0,0
TrentBrick/attention-approximates-sdm,https://github.com/TrentBrick/attention-approximates-sdm,False,2021-10-26 15:39:04,[],11,2,2,0,1,Jupyter Notebook,232128,0,0,1,0,7,0,0,0
vgaraujov/CPC-NLP-PyTorch,https://github.com/vgaraujov/CPC-NLP-PyTorch,False,2020-09-16 06:46:47,"['self-supervised-learning', 'constrastive-learning', 'natural-language-processing', 'representation-learning']",7,1,3,0,1,Python,387,1,0,1,0,11,0,0,0
knowledgetechnologyuhh/gasp,https://github.com/knowledgetechnologyuhh/gasp,False,2021-05-21 08:54:50,[],8,2,1,0,1,Python,21793,0,0,1,0,34,0,0,0
arpitbansal297/Cold-Diffusion-Models,https://github.com/arpitbansal297/Cold-Diffusion-Models,False,2022-08-18 02:05:03,[],580,12,47,0,2,Python,2699,5,1,2,0,25,0,0,0
Muennighoff/vilio,https://github.com/Muennighoff/vilio,False,2020-10-28 08:17:32,"['ernie-vil', 'lxmert', 'visualbert', 'uniter', 'oscar', 'vision-and-language', 'transformers']",76,1,28,0,2,Python,10883,7,1,1,0,373,0,0,0
masszhou/second_lite,https://github.com/masszhou/second_lite,False,2020-08-13 12:23:24,[],13,2,4,0,1,Python,4108,2,0,1,0,17,0,0,0
JiapengWu/Time-Aware-Incremental-Embedding,https://github.com/JiapengWu/Time-Aware-Incremental-Embedding,False,2020-12-02 20:29:00,[],13,2,3,0,1,Python,119284,0,0,1,0,30,0,0,0
scil-vital/dwi_ml,https://github.com/scil-vital/dwi_ml,False,2020-01-27 16:44:42,[],6,8,5,0,6,Python,1174,1,1,2,0,544,0,0,0
yandexdataschool/PreciseGAN,https://github.com/yandexdataschool/PreciseGAN,False,2019-10-30 18:49:12,[],5,14,1,0,5,Python,859,4,0,1,0,89,0,0,0
zgzxy001/MSNET,https://github.com/zgzxy001/MSNET,False,2020-08-26 19:12:33,[],23,3,3,0,1,Python,15507,0,0,1,0,29,0,0,0
kssteven418/LTP,https://github.com/kssteven418/LTP,False,2021-07-01 02:50:42,"['natural-language-processing', 'transformer', 'bert', 'pruning', 'model-compression', 'efficient-model', 'efficient-neural-networks']",52,1,7,0,1,Python,42265,5,0,4,0,6,0,0,0
FrancescoSaverioZuppichini/PyTorch-Deep-Learning-Template,https://github.com/FrancescoSaverioZuppichini/PyTorch-Deep-Learning-Template,False,2019-11-16 09:32:39,"['deep-learning', 'pytorch', 'python', 'computer-vision']",292,9,68,1,2,Jupyter Notebook,28354,1,1,11,1,42,0,0,0
Hazelsuko07/TextHide,https://github.com/Hazelsuko07/TextHide,False,2020-10-02 06:47:55,[],23,2,3,0,1,Python,346,0,0,1,0,3,0,0,0
weecology/DeepTreeAttention,https://github.com/weecology/DeepTreeAttention,False,2020-06-01 14:14:29,[],74,9,34,5,3,Python,287428,14,0,18,6,4006,0,0,0
HabanaAI/Model-References,https://github.com/HabanaAI/Model-References,False,2020-08-18 06:45:50,[],64,29,35,0,2,Python,103323,7,2,20,0,3,0,0,0
SungFeng-Huang/Meta-TTS,https://github.com/SungFeng-Huang/Meta-TTS,False,2021-06-01 09:00:43,"['few-shot-learning', 'deep-learning', 'speech-synthesis', 'meta-learning', 'pytorch']",119,7,28,0,3,Python,11659,0,0,11,0,83,10,0,0
SALT-NLP/Adaptive-Compositional-Modules,https://github.com/SALT-NLP/Adaptive-Compositional-Modules,False,2022-03-15 14:28:25,"['continual-learning', 'lifelong-learning', 'sequence-generation', 'natural-language-processing', 'adapter', 'parameter-efficient-learning', 'question-answering']",27,2,2,0,1,Python,2990,0,0,1,0,7,0,0,0
qcwthu/Continual_Fewshot_Relation_Learning,https://github.com/qcwthu/Continual_Fewshot_Relation_Learning,False,2022-03-03 07:19:51,[],9,1,0,0,1,Python,11356,5,0,1,0,19,0,0,0
DSSR2/gaze-track,https://github.com/DSSR2/gaze-track,False,2021-05-20 15:40:58,"['deeplearning', 'computer-vision', 'eye-tracking', 'tracking']",20,2,6,0,2,Jupyter Notebook,20228,0,0,1,0,67,0,0,38
JunnYu/paddle_reformer,https://github.com/JunnYu/paddle_reformer,False,2021-08-04 15:09:18,[],5,2,0,0,1,Python,67216,1,0,1,0,31,0,0,0
bmazoure/DRIML,https://github.com/bmazoure/DRIML,False,2020-10-19 16:06:36,[],10,3,3,0,1,Python,208,0,0,1,0,5,0,0,0
moutaigua8183/BookQA,https://github.com/moutaigua8183/BookQA,False,2021-06-06 16:19:27,[],7,2,1,0,1,Python,9001,1,0,1,0,17,0,0,0
HSE-LAMBDA/NNOptimisation,https://github.com/HSE-LAMBDA/NNOptimisation,False,2019-04-17 06:30:55,[],5,3,4,0,2,Jupyter Notebook,160,0,0,1,0,7,0,0,0
alimbekovKZ/yandexpraktikum_consultation,https://github.com/alimbekovKZ/yandexpraktikum_consultation,False,2020-02-15 08:37:30,[],8,1,6,0,1,Jupyter Notebook,7655,6,6,7,0,13,0,0,0
HyTruongSon/InvariantGraphNetworks-PyTorch,https://github.com/HyTruongSon/InvariantGraphNetworks-PyTorch,False,2022-03-07 19:45:47,[],9,1,0,0,0,Python,22,0,0,1,0,1,0,0,0
21644h/DP_QA_joint_model,https://github.com/21644h/DP_QA_joint_model,False,2021-12-05 07:53:08,[],7,1,1,0,2,Python,976,0,0,1,0,41,0,0,0
knowledgetechnologyuhh/goal_conditioned_RL_baselines,https://github.com/knowledgetechnologyuhh/goal_conditioned_RL_baselines,False,2020-07-01 14:42:45,[],13,3,2,0,62,Python,52458,10,10,11,1,2191,0,0,0
khanhnamle1994/MetaRec,https://github.com/khanhnamle1994/MetaRec,False,2019-09-26 20:42:39,"['deep-learning', 'recommender-systems', 'collaborative-filtering', 'movielens-dataset', 'matrix-factorization', 'multilayer-perceptron', 'autoencoders', 'pytorch', 'wandb', 'tensorboard', 'tensorflow', 'ranking', 'django', 'cometml', 'meta-learning', 'boltzmann-machines']",242,5,62,0,2,Python,655965,6,5,6,0,315,0,0,0
HSE-LAMBDA/DeepGenerativeModels,https://github.com/HSE-LAMBDA/DeepGenerativeModels,False,2020-01-08 20:08:04,[],53,7,21,0,5,Jupyter Notebook,163653,0,0,3,0,132,0,0,0
StephAO/olfmlm,https://github.com/StephAO/olfmlm,False,2019-06-30 15:49:02,[],17,1,5,0,3,Python,1318,1,0,2,1,149,0,0,0
