Link
https://gitlab.com/alfredchen/linux-prjc
https://gitlab.com/xhang/gitlab
https://gitlab.com/github.com/carlos-wong/gitlab-ce-carlos
https://gitlab.com/kalilinux/packages/linux
https://gitlab.com/sm8150-mainline/linux
https://gitlab.com/xdevs23/linux-nitrous
https://gitlab.com/mecatronyx/opencnc/opencn
https://gitlab.com/cki-project/kernel-ark
https://gitlab.com/linux-wiiu/linux-wiiu
https://gitlab.com/lu-ci/sigma/apex-sigma
https://gitlab.com/pine64-org/linux
https://gitlab.com/wayne-inc/wayneos
https://gitlab.com/linux-kernel/linux
https://gitlab.com/friendlyelec/rk3399-android-10
https://gitlab.com/redhat/centos-stream/src/kernel/centos-stream-9
https://gitlab.com/sdm845-mainline/linux
https://gitlab.com/redhat/centos-stream/src/kernel/centos-stream-8
https://gitlab.com/msm8996-mainline/linux
https://gitlab.com/gitlab-com/www-gitlab-com
