Repo,Link,Archived,Creation Date,Description,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Languages,Size,#Open Issues,#Pull Requests,#Branches,#Tags,#Commits,#Comments,#Downloads,#Deployments
treeverse/lakeFS-samples,https://github.com/treeverse/lakeFS-samples,False,2022-02-22 20:54:30,lakefs-samples repository,[],13,4,6,0,5,Jupyter Notebook,39898,1,1,17,0,66,0,0,0
treeverse/dais-challenge,https://github.com/treeverse/dais-challenge,False,2022-06-15 11:11:49,Data + AI Summit 2022 lakeFS challenge,[],7,4,2,0,5,Shell,38604,0,0,3,0,12,0,0,0
treeverse/lakeFS-hooks,https://github.com/treeverse/lakeFS-hooks,False,2021-02-18 17:45:10,a simple lakeFS webhook for pre-commit and pre-merge validation of data objects,"['data-lake', 'data-engineering', 'lakefs']",10,4,0,0,3,Python,65,1,0,1,0,32,0,0,0
BexTuychiev/medium_stories,https://github.com/BexTuychiev/medium_stories,False,2020-09-19 09:39:50,A repository containing data and files for my stories on Medium.com.,[],43,1,25,0,1,Jupyter Notebook,383732,0,0,2,0,1451,0,0,0
treeverse/airflow-provider-lakeFS,https://github.com/treeverse/airflow-provider-lakeFS,False,2021-04-29 08:02:58,lakeFS airflow operator,['data-engineering'],24,4,3,0,4,Python,65,7,3,6,0,34,0,0,0
