Repo,Link,Archived,Creation Date,Description,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Languages,Size,#Open Issues,#Pull Requests,#Branches,#Tags,#Commits,#Comments,#Downloads,#Deployments
kangeunsu/ArtML,https://github.com/kangeunsu/ArtML,False,2019-01-22 03:50:07,,[],5,0,4,0,2,Jupyter Notebook,606739,0,0,1,0,88,0,0,0
Ascend/samples,https://github.com/Ascend/samples,False,2020-11-16 11:38:08,,[],50,5,23,0,27,Python,209908,1,0,1,2,3536,0,0,0
mini-peanut/search-table,https://github.com/mini-peanut/search-table,False,2019-06-14 08:55:16,基于antd-design中后台管理页通用组件 - react版,[],15,0,7,0,2,TypeScript,555,0,0,1,8,18,0,0,0
NCAR/geocat-comp,https://github.com/NCAR/geocat-comp,False,2019-07-15 17:44:03,GeoCAT-comp provides implementations of computational functions for operating on geosciences data. Many of these functions originated in NCL and were translated into Python.,"['ncl', 'python', 'geocat', 'geocat-comp']",88,12,41,17,15,Python,24368,44,7,12,17,1196,1,0,0
luohancfd/CFCFD-NG,https://github.com/luohancfd/CFCFD-NG,False,2018-03-12 20:14:11,A fork and modified version of CFCFD http://cfcfd.mechmining.uq.edu.au/index.html,[],9,3,4,0,9,Python,406419,0,0,2,0,2578,0,0,0
boslbi92/CoQA,https://github.com/boslbi92/CoQA,False,2019-02-28 21:06:20,Conversational Question Answering,[],6,3,2,0,1,Python,23306,1,1,1,0,174,0,0,0
ncbi/ncbi-cxx-toolkit-public,https://github.com/ncbi/ncbi-cxx-toolkit-public,False,2021-07-26 19:41:58,NCBI C++ Toolkit package sources,[],17,12,6,2,0,C++,140606,2,0,2,2,4266,0,0,0
fedir/ghstat,https://github.com/fedir/ghstat,False,2018-03-10 13:36:27,Statistical multi-criteria decision-making comparator of open source projects,"['github-api', 'golang', 'statistics']",13,3,1,5,1,Go,61314,9,0,1,5,340,0,0,0
SlackBuildsOrg/slackbuilds,https://github.com/SlackBuildsOrg/slackbuilds,False,2016-01-18 21:37:11,Mirror of SlackBuilds.org Repository.,[],56,12,70,0,230,Shell,151902,8,8,4,650,89476,5,0,0
yewsiang/ConceptBottleneck,https://github.com/yewsiang/ConceptBottleneck,False,2020-03-10 23:39:35,"Concept Bottleneck Models, ICML 2020","['concept-bottleneck-models', 'osteoarthritis-initiative', 'cub-dataset', 'concepts', 'interpretability', 'interpretable-machine-learning', 'computer-vision']",88,5,17,0,3,Python,1577,8,6,7,0,31,0,0,0
p-lambda/jukemir,https://github.com/p-lambda/jukemir,False,2021-06-09 23:37:36,Perform transfer learning for MIR using Jukebox!,[],100,12,16,0,1,Shell,4304,1,1,1,0,63,0,0,0
futurulus/coop-nets,https://github.com/futurulus/coop-nets,False,2015-12-21 03:17:28,Scalable learning with pragmatics,[],10,6,4,0,6,OpenEdge ABL,52980,3,0,13,0,815,1,0,0
djsegal/JuliaPackages.jl,https://github.com/djsegal/JuliaPackages.jl,False,2020-03-24 23:06:36,Explore the Julia Package ecosystem 🌲,[],6,3,0,0,1,Julia,41173,1,0,1,0,66,0,0,0
YichenGong/Natural-Language-Processing-Stanford-Coursera,https://github.com/YichenGong/Natural-Language-Processing-Stanford-Coursera,False,2016-01-02 18:56:00,"The assignments from Stanford Natural Language Processing Course on Coursera, started Jan 2016, Finished Jan 2016",[],13,2,11,0,1,Java,34696,0,0,1,0,18,0,0,0
hpcc-systems/PBblas,https://github.com/hpcc-systems/PBblas,False,2016-12-15 15:44:15,Parallel BLAS support for ECL Machine Learning library,[],5,9,6,0,5,ECL,113,3,2,1,0,29,0,0,0
