Repo,Error
Jebaitedneko/android_kernel_xiaomi_vayu,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
Archeia/YEARepo,Unrelevant
torvalds/linux,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
chili-epfl/Trend-Detection,Unrelevant
AOSiP-Devices/kernel_oneplus_sm8150,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
blankaf/hasty_instantnoodle,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
egoist/random-anime-wallpapers,Unrelevant
tytydraco/android_kernel_oneplus_sm8150,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
frank-w/BPI-R2-4.14,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
renesas-rcar/linux-bsp,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
LineageOS/android_kernel_xiaomi_violet,Unrelevant
andelf/PyAIML,Unrelevant
w940853815/weixin-robot,Unrelevant
MRwangmaomao/VSLAM,Unrelevant
lateautumn233/kernel_xiaomi_sm8250,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
PixelExperience-Devices/kernel_xiaomi_mojito,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
xanmod/linux,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
clem1/segvault,Unrelevant
arter97/x86-kernel,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
ArrowOS-Devices/android_kernel_xiaomi_ginkgo,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
GuaiYiHu/android_kernel_xiaomi_sm6150,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
nyx-fuzz/KVM-Nyx,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
Grarak/android_kernel_samsung_a70q,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
MarvellEmbeddedProcessors/mainline-public,Unrelevant
Tkpointz/android_kernel_aresin,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
ArrowOS-Devices/android_kernel_xiaomi_sweet,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
enricoaquilina/text-summmariser,Unrelevant
XBurst/Linux-XBurst,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
Kenneth-Lee/linux-kernel-warpdrive,Unrelevant
fsociety-tribute/barbet,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
NetApp/zufs-zuf,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
grislux55/Malrua-CI,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
freemed/opendental,Unrelevant
EricWiener/supreme-court-cases,Unrelevant
jessfraz/linux,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
qqfly/arc,Unrelevant
OnePlusOSS/android_kernel_oneplus_sm4350,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
suda-morris/SUDA_V3S,Unrelevant
chips-project/msm-4.14,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
datenhahn/python-aiml-chatbot,Unrelevant
intel/linux-intel-lts,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
F1xy-kernels/SURYA_kernel,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
ArtificialIntelligenceToolkit/conx-notebooks,Unrelevant
intel/gvt-linux,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
LineageOS/android_kernel_xiaomi_surya,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
RKX1209/kmemlearn,Unrelevant
marcogillies/Piavca,Unrelevant
JesseWeinstein/sourceforge-items-cache,Unrelevant
bytedance/kernel,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
pr0fessi0nal/Blacknet-Http-v3.7,"404 {""message"": ""Not Found"", ""documentation_url"": ""https://docs.github.com/rest""}"
konradybcio/linux-apple,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
csu/ALICEChatAPI,Unrelevant
applicationskeleton/Skeleton,Unrelevant
Neternels/android_kernel_xiaomi_mojito,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
Laulan56/android_kernel_xiaomi_sm8150,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
SeanWeber/Chatbot,Unrelevant
jnode/jnode,Unrelevant
eggfly/jadx,Unrelevant
digi-embedded/linux,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
analogdevicesinc/linux,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
intel/linux-kernel-dcp,"404 {""message"": ""Not Found"", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#get-a-repository""}"
fabianishere/udm-kernel,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
SyberiaProject-Devices/platform_kernel_xiaomi_alioth,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
darkhz/uclamp,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
sagemathinc/sbir2015,Unrelevant
zhannar/Media-Bias-NLP-Clustering,Unrelevant
arter97/caf_msm-5.4,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
figozhang/rlk_eas,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
ceph/ceph-client,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
M-Bab/linux-kernel-amdgpu,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
endlessm/linux,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
OnePlusOSS/android_kernel_oneplus_mt6893,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
intel/idxd-driver,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
linuxkit/linux,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
freak07/Kirisakura_Raviole,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
zhangziliang04/pyaimlEx,Unrelevant
sinkap/linux-krsi,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
cyberknight777/nethunter_kernel_xiaomi_vayu,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
UtsavBalar1231/kernel_xiaomi_sm8250,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
seth127/DSI-Religion-2017,Unrelevant
sjllls/android_kernel_sony_sm6125,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
PixelExperience-Devices/kernel_xiaomi_haydn,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
thomasweng15/E.V.E.,Unrelevant
Currie32/Artificial-Intelligence-Nanodegree,Unrelevant
clipos/src_external_linux,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
vaishaks/aind,Unrelevant
smfrench/smb3-kernel,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
davejiang/linux,Unrelevant
dotOS-Devices/android_kernel_oneplus_instantnoodle,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
RezaT4795/WSLackware-kernel,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
trinket-devs/kernel_xiaomi_ginkgo,Unrelevant
houqp/pyh3c,Unrelevant
jaegeuk/f2fs,Unrelevant
tifictive/kernel_joyeuse,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
google/kmsan,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
PixelExperience-Devices/kernel_oneplus_sm7250,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
erofs/atc19-erofs,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
pyhrf/pyhrf,Unrelevant
LineageOS/android_kernel_oneplus_sm8250,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
tesla-android/android-kernel-broadcom,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
LowTension/BAALAM_android_kernel_xiaomi_sm8250,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
zclkkk/kernel_xiaomi_sm8150,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
Kuzma30/kernel3NookTablet,Unrelevant
RaphielGang/android_kernel_oneplus_sm8150,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
CruelKernel/samsung-exynos9820,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
crdroidandroid/android_kernel_xiaomi_sm6150,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
linux-wmt/linux-vtwm,Unrelevant
ngi-mptcp/lkl-next,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
PaulMineau/AIMA.Net,Unrelevant
intel/kvm-sgx,Unrelevant
map220v/sm8150-mainline,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
jonmason/ntb,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
acuicultor/RadioactiveKernel_Raviole,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
yuq/linux-lima,Unrelevant
BlissRoms-x86/kernel_common,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
smeso/sara,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
westerndigitalcorporation/dm-zap,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
OnePlusOSS/android_kernel_oneplus_sm4250,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
RobertCNelson/linux-stable-rcn-ee,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
studygolang/sander,Unrelevant
wuzhe/wumpusworld,Unrelevant
hobson/udacity,Unrelevant
claudioscordino/rpi3-xenomai,Unrelevant
atmel-maxtouch/maXTouch_linux,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
HyperTeam/android_kernel_realme_sm8150,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
linzhp/Howie,Unrelevant
sparkslabs/kamaelia_,Unrelevant
microhobby/linus-tree,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
wloot/raphael,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
UtsavBalar1231/kernel_xiaomi_raphael,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
kdrag0n/proton_zf6,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
AOSPA/android_kernel_xiaomi_ginkgo,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
OdSazib/kernel_xiaomi_sdm660,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
chromi/sce,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
enclustra-bsp/xilinx-linux,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
kdrag0n/linux-m1,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
YaroST12/VIOLENT_Kernel,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
ashes999/rpg-maker-resource-index,Unrelevant
Inkypen79/kernel_xiaomi_odin,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
karthik558/MsM-4.14-K2-141b,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
GZR-Kernels/Optimus_Drunk_Phoenix,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
Orange-OpenSource/SNAPPY,"404 {""message"": ""Not Found"", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#get-a-repository""}"
stormbreaker-project/kernel_poco_citrus,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
yaap/kernel_oneplus_sm8150,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
nakixii/android_kernel_gki_5.10,"404 {""message"": ""Not Found"", ""documentation_url"": ""https://docs.github.com/rest""}"
EdwinMoq/android_kernel_xiaomi_whyred,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
freak07/FLORAL,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
ghostrider-reborn/android_kernel_xiaomi_lisa,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
bluez/bluetooth-next,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
psavine42/fun-with-dnc,Unrelevant
gnoliyil/pr2_kinetic_packages,Unrelevant
arter97/android_kernel_oneplus_sm8150,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
1847123212/SUDA_F1C100S,Unrelevant
ArrowOS-Devices/android_kernel_xiaomi_sm6250,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
effectai/neo-dev-toolkit,Unrelevant
openSUSE/kernel,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
trivialmips/linux-nontrivial-mips,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
flar2/OnePlus7Pro,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
libxzr/android_kernel_oneplus_sm8250,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
fail0verflow/switch-linux,Unrelevant
edk2-porting/linux-snapdragon,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
wirenboard/linux,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
neverware/kernel,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
F1xy-kernels/RAPHAEL_Kernel,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
JingLuo05/Chinese-ChatBot-AIML-Web.py,Unrelevant
cyberknight777/linux-dragonheart,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
DevriesL/Coral_ImageBreaker,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
aLnProject/kernel_xiaomi_vayu,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
whatawurst/android_kernel_samsung_exynos9820,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
Official-Ayrton990/android_kernel_xiaomi_sm8150,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
stormbreaker-project/kernel_xiaomi_lavender_4.19,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
johanlike/Experimental-OP6-6T-mainline-kernel,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
PixelExperience-Devices/kernel_xiaomi_begonia,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
LineageOS/android_kernel_xiaomi_sm6125,Unrelevant
prashantpaddune/android_kernel_samsung_a50dd,Unrelevant
sethuiyer/simple-chat-bot,Unrelevant
ArrowOS-Devices/android_kernel_xiaomi_alioth,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
coreyabshire/tron,Unrelevant
Atom-X-Devs/android_kernel_xiaomi_sm7325,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
sjp38/linux.gcma,Unrelevant
SUSE/kernel,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
OnePlusOSS/android_kernel_oneplus_sm7250,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
intel/uintr-linux-kernel,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
SGCMarkus/android_kernel_lge_sm8150,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
jevinskie/riscv-smol-linux-kernel,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
freedesktop/drm-intel,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
imjyotiraditya/kernel_xiaomi_odin,"HTTPSConnectionPool(host='api.github.com', port=443): Read timed out. (read timeout=15)"
ShaojieJiang/tldr,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/ShaojieJiang/tldr (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FC10>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
xiaopangxia/aiml_cn,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/xiaopangxia/aiml_cn (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FD30>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
sylab/multi-clock,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/sylab/multi-clock (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FE50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
Gateworks/linux-imx6,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/Gateworks/linux-imx6 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4E9B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
ysarch-lab/nimble_page_management_asplos_2019,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/ysarch-lab/nimble_page_management_asplos_2019 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4F550>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
lenovo-sm8150/android_kernel_lenovo_sm8150,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/lenovo-sm8150/android_kernel_lenovo_sm8150 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FD00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
