Repo,Error
irisliucy/Short-text-Classification,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/irisliucy/Short-text-Classification (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FA30>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
OnePlusOSS/android_kernel_5.10_oneplus_mt6895,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/OnePlusOSS/android_kernel_5.10_oneplus_mt6895 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4E9B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
Kaz205/renoir,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/Kaz205/renoir (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4F5B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
TechNexion/linux-tn-imx,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/TechNexion/linux-tn-imx (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FFD0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
um-dsrg/Super-Resolution-Meta-Attention-Networks,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/um-dsrg/Super-Resolution-Meta-Attention-Networks (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FE50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
jianguda/afm4acs,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/jianguda/afm4acs (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FD60>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
OPAE/linux-dfl,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/OPAE/linux-dfl (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FD30>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
StephenLee2016/simple-chatbot,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/StephenLee2016/simple-chatbot (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FDC0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
oss-review-toolkit/ort,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/oss-review-toolkit/ort (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FA00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
dikshantmali/Hacktoberfest2020-HTML-CSS-WEB,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/dikshantmali/Hacktoberfest2020-HTML-CSS-WEB (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4F550>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
rapier1/web10g,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/rapier1/web10g (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FD00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
aalto-ui/aim,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/aalto-ui/aim (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FA30>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
ArianK16a/android_kernel_xiaomi_sm6150,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/ArianK16a/android_kernel_xiaomi_sm6150 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4E9B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
MYiR-Dev/myir-imx-linux,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/MYiR-Dev/myir-imx-linux (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4F5B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
PixelExperience-Devices/kernel_xiaomi_sm8250,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/PixelExperience-Devices/kernel_xiaomi_sm8250 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FFD0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
flar2/Pixel-4,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/flar2/Pixel-4 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FE50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
segment-routing/srv6,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/segment-routing/srv6 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FD60>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
javashin/Xiaomi-Fury-Bengal-SD662,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/javashin/Xiaomi-Fury-Bengal-SD662 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FD30>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
kzeoh/Justitia,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/kzeoh/Justitia (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FDC0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
greenforce-project/kernel_xiaomi_citrus_sm6115,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/greenforce-project/kernel_xiaomi_citrus_sm6115 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FA00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
mumbai19/team-5,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/mumbai19/team-5 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4F550>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
erayon/WhatsappBotX,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/erayon/WhatsappBotX (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FD00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
flatCore/flatCore-CMS,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/flatCore/flatCore-CMS (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FA30>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
wingskh/CSGO-YOLOv5-AIM-ASSIT,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/wingskh/CSGO-YOLOv5-AIM-ASSIT (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4E9B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
rockchip-toybrick/edge,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/rockchip-toybrick/edge (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4F5B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
pulp/pulp-ci,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/pulp/pulp-ci (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FFD0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
totalgood/nlpia,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/totalgood/nlpia (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FE50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
unifreq/linux-5.15.y,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/unifreq/linux-5.15.y (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FD60>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
sld/convai-bot-1337,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/sld/convai-bot-1337 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FD30>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
PixelExperience-Devices/kernel_xiaomi_ginkgo,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/PixelExperience-Devices/kernel_xiaomi_ginkgo (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FDC0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
dreamsavior/yojet-server,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/dreamsavior/yojet-server (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FA00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
logicmoo/programk,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/logicmoo/programk (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4F550>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
trisolaris-labs/trisolaris_core,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/trisolaris-labs/trisolaris_core (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FD00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
flar2/OnePlus-Nord,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/flar2/OnePlus-Nord (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FA30>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
jjrom/resto,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/jjrom/resto (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4E9B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
hughsie/appstream-glib,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/hughsie/appstream-glib (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4F5B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
BPI-SINOVOIP/BPI-R64-bsp-4.19,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/BPI-SINOVOIP/BPI-R64-bsp-4.19 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FFD0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
cortezfelipe/template-horizontal,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/cortezfelipe/template-horizontal (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FE50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
kernel-patches/bpf,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/kernel-patches/bpf (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FD60>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
jianzfb/antgo,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/jianzfb/antgo (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FD30>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
strongtz/linux-sprd,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/strongtz/linux-sprd (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FDC0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
InFog/phpmysql,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/InFog/phpmysql (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FA00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
nexB/scancode-licensedb,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/nexB/scancode-licensedb (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4F550>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
wepiotrek/WSL2-Linux-Kernel-Updated,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/wepiotrek/WSL2-Linux-Kernel-Updated (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FD00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
Luan1Schons/Fast-Micro-Framework,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/Luan1Schons/Fast-Micro-Framework (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FA30>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
Cuperino/LEGO-EV3-Image-Scanner,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/Cuperino/LEGO-EV3-Image-Scanner (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA480D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
ctuning/ck-ml,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/ctuning/ck-ml (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA49120>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
ShivaGuntuku/simpleChatBot,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/ShivaGuntuku/simpleChatBot (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA49F30>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
LorenzoBianconi/wireless-drivers-next,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/LorenzoBianconi/wireless-drivers-next (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA48580>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
glerm/yupana,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/glerm/yupana (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA480A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
My-Personal-HUB/AI_Jarvis,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/My-Personal-HUB/AI_Jarvis (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA49D80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
tintinweb/smart-contract-sanctuary-bsc,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/tintinweb/smart-contract-sanctuary-bsc (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA48D30>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
QtForQT/imx280_zlg,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/QtForQT/imx280_zlg (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA48490>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
AmpereComputing/ampere-centos-kernel,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/AmpereComputing/ampere-centos-kernel (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA48E50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
charlesluo1/udacity,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/charlesluo1/udacity (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA48310>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
sparkmxy/my-offlinerl,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/sparkmxy/my-offlinerl (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4A680>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
hngi/Team_Asclepius_MinI_Class_Web,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/hngi/Team_Asclepius_MinI_Class_Web (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA49AB0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
OnePlusOSS/android_kernel_oneplus_sm8475,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/OnePlusOSS/android_kernel_oneplus_sm8475 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA483A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
matomo-org/matomo-for-wordpress,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/matomo-org/matomo-for-wordpress (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA48550>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
yiliu1765/vfio-mdev-pci-sample-driver,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/yiliu1765/vfio-mdev-pci-sample-driver (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA495D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
schuleintern/Webportal,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/schuleintern/Webportal (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA48A00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
kerneltoast/simple_lmk,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/kerneltoast/simple_lmk (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4A230>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
uclasystem/MemLiner,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/uclasystem/MemLiner (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA48460>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
HaleyLeoZhang/blog_v3,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/HaleyLeoZhang/blog_v3 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA48280>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
humenda/rustl4re,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/humenda/rustl4re (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4A0E0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
taniki/comp.soc-of-philosophy,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/taniki/comp.soc-of-philosophy (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA494E0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
realme-kernel-opensource/realmeV3_realmeX7_realmeX7Pro_AndroidQ-kernel-source,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/realme-kernel-opensource/realmeV3_realmeX7_realmeX7Pro_AndroidQ-kernel-source (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA497E0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
madhavajay/nd889,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/madhavajay/nd889 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA48100>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
topser9/kernel_samsung_Exynos9611,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/topser9/kernel_samsung_Exynos9611 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA48310>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
OpenMPDK/SMDK,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/OpenMPDK/SMDK (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA48550>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
ArtificialIntelligenceToolkit/aiml,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/ArtificialIntelligenceToolkit/aiml (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA48280>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
WeAreFairphone/android_kernel_fairphone_sm7225,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/WeAreFairphone/android_kernel_fairphone_sm7225 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEA556950>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
leapdao/EthereumMachineOracle,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/leapdao/EthereumMachineOracle (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA48970>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
yasrilimam98/website-rekam-medis,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/yasrilimam98/website-rekam-medis (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43C70>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
tanhongit/new-mvc-shop,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/tanhongit/new-mvc-shop (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB401C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
fsociety-tribute/sunfish,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/fsociety-tribute/sunfish (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43C70>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
ivantcholakov/codeigniter-restserver-test,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/ivantcholakov/codeigniter-restserver-test (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB401C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
Demon000/kernel_xiaomi_sm8350,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/Demon000/kernel_xiaomi_sm8350 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43C70>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
m5stack/Core2-for-AWS-IoT-EduKit,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/m5stack/Core2-for-AWS-IoT-EduKit (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB401C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
iguy0/PS4Linux-Kernel,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/iguy0/PS4Linux-Kernel (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43B80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
Elvis-Zhou/aliceCN,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/Elvis-Zhou/aliceCN (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42CB0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
hemanthmayaluru/one-class-text-classification-using-ensemble-approach,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/hemanthmayaluru/one-class-text-classification-using-ensemble-approach (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43C70>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
bm16ton/linux-4.14_16ton,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/bm16ton/linux-4.14_16ton (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB401C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
ClangBuiltLinux/thread-safety-analysis,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/ClangBuiltLinux/thread-safety-analysis (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43B80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
ploigos/ploigos-charts,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/ploigos/ploigos-charts (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40190>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
xiaomi-sm8150-devs/android_kernel_xiaomi_sm8150,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/xiaomi-sm8150-devs/android_kernel_xiaomi_sm8150 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43C70>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
eshwarkoka/Medical-document-classification,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/eshwarkoka/Medical-document-classification (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42350>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
thayes46/aimi,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/thayes46/aimi (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB41900>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
ideamonk/BakaBot,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/ideamonk/BakaBot (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42CB0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
Blaster4385/IllusionX_sm8250,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/Blaster4385/IllusionX_sm8250 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB430A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
pulp/pulp_installer,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/pulp/pulp_installer (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB420B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
