Repo,Error
Estheryu991/Grundkurs-Programmierung,"404 {""message"": ""Not Found"", ""documentation_url"": ""https://docs.github.com/rest""}"
microsoft/dstoolkit-speech2text-nlp-mining-accelerator,"404 {""message"": ""Not Found"", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#get-a-repository""}"
Estheryu991/IML-MachineLearning,"404 {""message"": ""Not Found"", ""documentation_url"": ""https://docs.github.com/rest""}"
