Repo,Link,Creation Date,First Activity Date,Last Activity Date,Language,Topics,Archived,#Star,#Fork,#Issues,#Commits,#Branches,#Releases,#Member,#Merge Requests,Category
librespacefoundation/polaris/polaris,https://gitlab.com/librespacefoundation/polaris/polaris.git,2018-10-18 07:44:02.899,2018-10-22 02:17:01,2022-04-26 01:31:36,Python,"['CubeSat', 'data science', 'machine learning', 'python', 'space']",False,53,38,201,773,8,1,10,216.0,Tool
