Repo,Link,Creation Date,First Activity Date,Last Activity Date,Language,Topics,Archived,#Star,#Fork,#Issues,#Commits,#Branches,#Releases,#Member,#Merge Requests,Category
mlrep/mldev,https://gitlab.com/mlrep/mldev.git,15:41.8,24/04/2020 17:15,25/06/2022 10:48,Jupyter Notebook,"['automation', 'machine learning', 'reproducibility', 'reproducible research']",FALSE,34,3,90,500,49,0,11,0,Project
