Repo,Link,Archived,Creation Date,#Star,#Fork,#Commits,#Branches,Topics,#Releases,#Member,#Open Issues,#Merge Requests,Language
librespacefoundation/polaris/polaris,https://gitlab.com/librespacefoundation/polaris/polaris.git,False,2018-10-18T07:44:02.899Z,53,38,773,8,"['CubeSat', 'data science', 'machine learning', 'python', 'space']",1,10,66,4,Python
